,HW,D,AW,Over,Under,HomeTeam,AwayTeam,BO2.5,BU2.5,BHD,BAD,THG,TAG,HPr5MW,HPr5MD,HPr5ML,aPr5MW,aPr5MD,aPr5ML,HWH2H,DH2H,AWH2H
62,1,0,0,1,0,West Ham,Fulham,1.8,2.0,2.2093023255813953,0.7999999999999999,7,8,2,1,2,2,0,3,4,1,0
63,1,0,0,1,0,Crystal Palace,Leeds,1.86,2.04,1.707317073170732,0.9722222222222222,6,4,1,2,2,0,2,3,2,1,2
64,0,0,1,0,1,Brighton,Tottenham,1.88,2.02,1.2142857142857144,1.3599999999999999,10,11,2,1,2,3,1,1,2,0,3
65,1,0,0,1,0,Newcastle,Brentford,1.72,2.1,2.076502732240437,0.9047619047619047,11,7,2,2,1,1,2,2,2,1,0
66,1,0,0,1,0,Man City,Southampton,1.25,4.0,9.009009009009008,0.5882352941176471,20,3,4,1,0,1,0,4,3,2,0
67,1,0,0,1,0,Chelsea,Wolves,1.87,2.03,3.2142857142857144,0.5625,10,1,4,0,1,1,1,3,1,3,1
68,1,0,0,1,0,Bournemouth,Leicester,1.8,2.0,0.9444444444444444,1.6585365853658538,6,9,2,3,0,1,0,4,3,0,2
69,1,0,0,1,0,Leicester,Nott'm Forest,1.66,2.2,2.2857142857142856,0.9237875288683602,9,4,1,0,4,0,0,5,1,0,0
70,0,1,0,0,1,Leeds,Aston Villa,1.8,2.0,1.4468085106382977,1.1333333333333333,6,3,1,2,2,1,2,2,1,2,2
71,1,0,0,1,0,Man City,Man United,1.44,2.75,4.323308270676692,0.7666666666666667,20,10,4,1,0,4,0,1,3,1,1
72,1,0,0,0,1,West Ham,Wolves,2.2,1.66,1.794871794871795,0.8333333333333333,5,2,2,1,2,1,2,2,4,0,1
73,0,0,1,1,0,Southampton,Everton,2.04,1.86,1.5813953488372092,1.0,3,5,1,0,4,2,3,0,2,0,3
74,0,1,0,1,0,Liverpool,Brighton,1.53,2.5,3.9473684210526314,0.6176470588235294,15,12,2,2,1,3,1,1,1,3,1
75,0,0,1,1,0,Fulham,Newcastle,1.91,1.99,1.1333333333333333,1.4345991561181433,8,7,2,0,3,1,3,1,0,2,3
76,0,0,1,1,0,Crystal Palace,Chelsea,2.1,1.72,0.8571428571428571,1.9459459459459458,7,7,1,2,2,3,0,2,0,0,5
77,0,1,0,0,1,Bournemouth,Brentford,2.02,1.88,1.0303030303030303,1.5454545454545452,4,7,1,3,1,1,3,1,0,1,0
78,1,0,0,1,0,Arsenal,Tottenham,1.72,2.1,1.829268292682927,1.1363636363636365,11,12,4,0,1,3,1,1,3,0,2
79,1,0,0,0,1,Everton,West Ham,2.06,1.84,1.120689655172414,1.3,4,3,1,4,0,1,1,3,2,0,3
80,0,0,1,1,0,Brentford,Arsenal,1.66,2.2,0.9047619047619047,2.111111111111111,9,11,1,2,2,4,0,1,1,0,2
81,1,0,0,1,0,Tottenham,Leicester,1.57,2.37,3.103448275862069,0.6428571428571429,12,6,4,1,0,0,0,5,4,0,1
82,0,1,0,0,1,Newcastle,Bournemouth,1.87,2.03,3.055555555555556,0.5866666666666667,6,4,0,4,1,1,2,2,3,2,0
83,0,0,1,1,0,Wolves,Man City,1.57,2.37,0.5263157894736842,3.7593984962406015,2,17,1,2,2,3,2,0,0,0,5
84,0,0,1,1,0,Nott'm Forest,Fulham,1.93,1.97,1.2,1.2595419847328244,5,10,0,1,4,3,0,2,0,0,1
85,1,0,0,0,1,Aston Villa,Southampton,1.88,2.02,1.6666666666666665,1.0,4,4,1,1,3,2,0,3,3,0,2
86,1,0,0,1,0,Man United,Arsenal,1.66,2.2,1.4,1.2962962962962963,7,12,4,0,1,4,0,1,2,1,2
87,1,0,0,1,0,Brighton,Leicester,2.01,1.89,1.9125683060109289,0.7777777777777778,9,6,3,1,1,0,0,5,2,1,2
88,0,1,0,0,1,Aston Villa,Man City,1.53,2.5,0.6875,4.135338345864661,5,18,1,1,3,3,2,0,0,1,4
89,1,0,0,0,1,Wolves,Southampton,2.04,1.86,1.5454545454545452,1.0461538461538462,2,6,1,3,1,2,1,2,4,1,0
90,1,0,0,1,0,Tottenham,Fulham,1.61,2.3,3.0,0.6923076923076923,8,7,3,2,0,2,1,2,4,1,0
91,0,0,1,1,0,Nott'm Forest,Bournemouth,2.1,1.72,1.794871794871795,0.9210526315789475,4,3,1,1,3,1,1,3,0,0,1
92,0,1,0,0,1,Newcastle,Crystal Palace,2.0,1.8,1.75,0.9333333333333333,5,7,0,4,1,1,3,1,2,2,1
93,1,0,0,1,0,Chelsea,West Ham,1.72,2.1,2.903225806451613,0.8181818181818182,7,3,2,1,2,1,1,3,4,0,1
94,1,0,0,1,0,Brentford,Leeds,1.72,2.1,1.6666666666666665,1.0294117647058825,13,8,2,2,1,1,2,2,1,1,1
95,0,1,0,0,1,Everton,Liverpool,1.57,2.37,0.6785714285714286,3.3928571428571432,4,13,0,4,1,2,2,1,1,2,2
96,0,0,1,0,1,Leicester,Man United,1.66,2.2,1.1029411764705883,1.829268292682927,6,5,0,1,4,3,0,2,2,2,1
97,1,0,0,1,0,Liverpool,Newcastle,1.5,2.62,3.9473684210526314,0.5833333333333334,15,7,2,2,1,1,3,1,3,2,0
98,0,1,0,0,1,West Ham,Tottenham,1.72,2.1,1.0555555555555556,1.9487179487179487,2,10,1,1,3,3,2,0,2,2,1
99,1,0,0,1,0,Man City,Nott'm Forest,1.22,4.33,12.264150943396226,0.4482758620689655,19,2,4,1,0,1,1,3,1,0,0
100,0,1,0,0,1,Bournemouth,Wolves,2.1,1.72,0.9428571428571428,1.5348837209302326,2,2,1,1,3,0,3,2,0,2,3
101,1,0,0,1,0,Arsenal,Aston Villa,1.72,2.1,3.103448275862069,0.75,13,4,5,0,0,1,0,4,3,0,2
102,0,1,0,0,1,Leeds,Everton,1.87,2.03,1.627906976744186,1.0606060606060606,8,4,2,2,1,0,3,2,1,2,2
103,1,0,0,1,0,Southampton,Chelsea,1.72,2.1,0.7619047619047619,2.484472049689441,7,6,2,1,2,2,1,2,1,2,2
104,1,0,0,1,0,Fulham,Brighton,2.01,1.89,1.064516129032258,1.434782608695652,8,6,2,2,1,3,1,1,2,3,0
105,0,1,0,0,1,Crystal Palace,Brentford,2.1,1.72,1.6585365853658538,0.9444444444444444,7,10,1,2,2,1,3,1,0,3,0
106,0,0,1,0,1,Nott'm Forest,Tottenham,1.72,2.1,0.6571428571428571,3.194444444444444,2,14,1,1,2,4,1,0,0,0,1
107,0,1,0,0,1,Wolves,Newcastle,2.1,1.72,1.222222222222222,1.222222222222222,3,8,0,2,3,2,3,0,1,3,1
108,0,0,1,0,1,Aston Villa,West Ham,1.91,1.99,1.4782608695652175,1.096774193548387,5,2,1,0,4,1,0,4,0,0,5
109,1,0,0,1,0,Arsenal,Fulham,1.5,2.62,4.423076923076923,0.6388888888888888,16,6,5,0,0,1,2,2,4,1,0
110,1,0,0,1,0,Man City,Crystal Palace,1.44,2.75,6.3559322033898304,0.5769230769230769,16,7,4,1,0,2,1,2,3,1,1
111,1,0,0,1,0,Liverpool,Bournemouth,1.36,3.2,9.09090909090909,0.38461538461538464,16,5,2,2,1,2,0,3,5,0,0
112,1,0,0,1,0,Chelsea,Leicester,1.61,2.3,3.5714285714285716,0.7142857142857143,7,10,3,1,1,1,1,3,3,1,1
113,1,0,0,0,1,Brighton,Leeds,1.88,2.02,2.0,1.0,8,9,4,1,0,3,1,1,3,2,0
114,0,1,0,0,1,Brentford,Everton,2.06,1.84,1.75,0.9333333333333333,10,4,1,2,2,0,2,3,2,1,0
115,0,0,1,0,1,Southampton,Man United,1.57,2.37,0.9523809523809523,2.2222222222222223,6,4,1,1,3,2,0,3,0,2,3
116,1,0,0,1,0,Man United,Liverpool,1.5,2.62,0.8247619047619048,2.70625,3,9,1,0,4,2,2,1,1,1,3
117,0,1,0,1,0,Newcastle,Man City,1.66,2.2,0.6666666666666666,3.676470588235294,9,14,3,2,0,3,2,0,0,1,4
118,0,0,1,0,1,West Ham,Brighton,1.99,1.91,1.4782608695652175,1.096774193548387,3,8,0,1,4,3,2,0,0,3,2
119,1,0,0,1,0,Leeds,Chelsea,1.66,2.2,0.782608695652174,2.941176470588235,10,6,3,2,0,2,2,1,1,1,3
120,0,0,1,1,0,Bournemouth,Arsenal,1.72,2.1,0.59375,3.3928571428571432,5,14,2,0,3,4,0,1,0,1,4
121,0,0,1,1,0,Leicester,Southampton,1.61,2.3,2.1857923497267757,1.0,10,7,1,2,2,1,1,3,2,2,1
122,1,0,0,1,0,Fulham,Brentford,1.96,1.94,1.387755102040816,1.1724137931034482,6,12,1,3,1,2,1,2,1,0,0
123,0,1,0,0,1,Everton,Nott'm Forest,2.1,1.72,1.8947368421052633,0.9,6,2,1,1,3,1,1,1,0,1,0
124,1,0,0,1,0,Crystal Palace,Aston Villa,2.2,1.66,1.3,1.120689655172414,7,6,2,1,2,1,1,3,2,1,2
125,1,0,0,0,1,Tottenham,Wolves,1.72,2.1,3.3928571428571432,0.6333333333333333,13,3,4,1,0,0,2,3,3,1,1
126,0,1,0,0,1,Liverpool,Crystal Palace,1.57,2.37,5.720338983050848,0.421875,10,5,3,2,0,1,2,2,4,1,0
127,0,1,0,1,0,Chelsea,Tottenham,1.98,1.92,1.511111111111111,1.0625,9,15,3,2,0,4,1,0,3,2,0
128,1,0,0,0,1,Nott'm Forest,West Ham,1.92,1.98,0.8571428571428571,1.9459459459459458,1,7,1,0,1,1,1,3,1,0,0
129,1,0,0,1,0,Brentford,Man United,1.8,2.0,0.9333333333333333,1.75,13,4,3,1,1,1,0,4,1,0,2
130,0,1,0,0,1,Wolves,Fulham,2.1,1.72,1.434782608695652,1.0312499999999998,4,4,0,2,3,0,3,2,3,2,0
131,0,1,0,1,0,Southampton,Leeds,1.72,2.1,1.5555555555555556,1.129032258064516,5,7,0,1,4,2,2,1,1,2,2
132,1,0,0,1,0,Man City,Bournemouth,1.33,3.4,12.264150943396226,0.4482758620689655,16,6,4,1,0,2,0,3,5,0,0
133,0,1,0,0,1,Brighton,Newcastle,2.1,1.72,1.3061224489795917,1.0666666666666667,10,6,3,2,0,3,1,1,2,2,1
134,1,0,0,1,0,Arsenal,Leicester,1.66,2.2,2.8300653594771243,0.7530434782608696,11,14,3,0,2,2,2,1,4,0,1
135,1,0,0,1,0,Aston Villa,Everton,2.1,1.72,1.9444444444444444,0.7368421052631579,6,7,1,2,2,1,0,4,4,1,0
136,0,0,1,0,1,West Ham,Man City,1.53,2.5,0.625,3.676470588235294,8,17,1,1,3,4,1,0,0,2,3
137,0,0,1,1,0,Man United,Brighton,1.92,1.98,2.625,0.8,5,13,1,1,3,4,1,0,3,0,2
138,0,1,0,1,0,Leicester,Brentford,1.72,2.1,1.875,1.0714285714285714,15,9,3,2,0,2,1,2,2,1,0
139,0,0,1,0,1,Everton,Chelsea,2.02,1.88,0.7272727272727273,2.484472049689441,6,9,1,1,3,3,2,0,2,1,2
140,1,0,0,1,0,Tottenham,Southampton,1.61,2.3,4.135338345864661,0.6470588235294118,14,4,4,1,0,0,0,5,3,1,1
141,1,0,0,0,1,Newcastle,Nott'm Forest,2.05,1.85,2.289156626506024,0.7238095238095238,6,0,3,0,2,0,0,1,1,0,0
142,1,0,0,1,0,Leeds,Wolves,2.05,1.85,1.511111111111111,1.0625,6,6,2,1,2,0,2,3,2,1,2
143,1,0,0,0,1,Bournemouth,Aston Villa,2.0,1.8,0.9333333333333333,1.75,10,5,3,0,2,0,2,3,4,0,1
144,0,1,0,1,0,Fulham,Liverpool,1.5,2.62,0.5454545454545454,4.8,4,10,0,2,3,3,2,0,1,2,2
145,0,0,1,0,1,Crystal Palace,Arsenal,2.1,1.72,0.8571428571428571,1.9459459459459458,5,9,2,1,2,3,0,2,1,2,2
146,0,0,1,1,0,Norwich,Tottenham,1.44,2.75,0.6842105263157895,5.2,1,13,0,1,4,4,1,0,0,1,4
147,1,0,0,1,0,Man City,Aston Villa,1.44,2.75,6.8965517241379315,0.47058823529411764,19,8,4,1,0,1,2,2,5,0,0
148,1,0,0,1,0,Liverpool,Wolves,1.44,2.75,7.4561403508771935,0.5666666666666667,9,5,4,1,0,0,2,3,5,0,0
149,1,0,0,1,0,Leicester,Southampton,1.57,2.37,2.162162162162162,1.0526315789473684,14,5,3,1,1,0,1,4,2,2,1
150,1,0,0,0,1,Crystal Palace,Man United,1.72,2.1,1.2,1.6,7,5,3,1,1,1,1,3,2,1,2
151,1,0,0,1,0,Chelsea,Watford,1.44,2.75,6.3559322033898304,0.5,8,3,2,2,1,0,1,4,5,0,0
152,0,0,1,1,0,Burnley,Newcastle,1.94,1.96,1.511111111111111,1.0625,5,7,1,1,3,3,0,2,0,1,4
153,1,0,0,1,0,Brighton,West Ham,1.72,2.1,1.4767932489451476,1.206896551724138,13,8,3,2,0,1,1,3,1,4,0
154,0,0,1,1,0,Brentford,Leeds,1.57,2.37,1.551020408163265,1.450381679389313,7,4,2,1,2,1,1,3,0,1,1
155,1,0,0,1,0,Arsenal,Everton,1.57,2.37,3.492647058823529,0.5277777777777778,9,8,3,0,2,2,1,2,2,0,3
156,0,1,0,0,1,Chelsea,Leicester,1.61,2.3,3.3928571428571432,0.59375,7,11,1,3,1,2,1,2,2,2,1
157,0,1,0,0,1,Aston Villa,Burnley,1.99,1.91,1.707317073170732,0.9722222222222222,8,5,2,2,1,2,1,2,2,2,1
158,1,0,0,1,0,Everton,Crystal Palace,2.0,1.8,1.7894736842105263,0.7852193995381062,8,6,3,1,1,2,2,1,3,1,1
159,0,0,1,1,0,Southampton,Liverpool,1.44,2.75,0.7333333333333333,4.135338345864661,4,8,0,1,4,4,1,0,1,0,4
160,1,0,0,0,1,Newcastle,Arsenal,1.9,2.0,0.8314087759815243,1.9672131147540983,6,7,3,0,2,3,0,2,1,0,4
161,0,0,1,1,0,Everton,Brentford,2.03,1.87,1.75609756097561,1.0285714285714287,5,8,2,1,2,3,1,1,0,0,2
162,0,1,0,0,1,Wolves,Norwich,1.86,2.04,3.2758620689655173,0.7307692307692307,4,1,0,2,3,0,1,4,2,2,1
163,0,1,0,1,0,West Ham,Man City,1.53,2.5,0.6666666666666666,3.5714285714285716,8,21,1,2,2,4,1,0,0,2,3
164,0,0,1,1,0,Watford,Leicester,1.72,2.1,0.9210526315789475,1.794871794871795,3,10,0,1,4,2,1,2,1,1,3
165,0,1,0,0,1,Leeds,Brighton,1.84,2.06,1.3358778625954197,1.3358778625954197,2,10,0,2,3,2,2,1,0,2,2
166,0,1,0,0,1,Aston Villa,Crystal Palace,1.93,1.97,1.75,0.9333333333333333,7,4,2,2,1,2,2,1,3,1,1
167,1,0,0,0,1,Tottenham,Burnley,1.57,2.37,3.9473684210526314,0.5833333333333334,8,6,3,2,0,3,0,2,3,1,1
168,1,0,0,1,0,Tottenham,Arsenal,1.8,2.0,1.829268292682927,1.0714285714285714,7,11,2,2,1,4,0,1,3,0,2
169,0,0,1,1,0,Wolves,Man City,1.66,2.2,0.5454545454545454,4.8,3,22,0,1,4,5,0,0,1,0,4
170,0,1,0,0,1,Watford,Everton,1.94,1.96,0.8571428571428571,1.9672131147540983,3,4,0,1,4,2,2,1,2,1,2
171,1,0,0,1,0,Leicester,Norwich,1.61,2.3,3.298611111111111,0.6785714285714286,6,2,1,2,2,0,0,5,3,1,1
172,0,0,1,1,0,Leeds,Chelsea,1.61,2.3,0.8842105263157896,2.545454545454546,4,7,1,1,3,2,2,1,0,1,3
173,0,0,1,1,0,Aston Villa,Liverpool,1.61,2.3,0.6333333333333333,3.3928571428571432,6,10,2,1,2,4,1,0,1,0,4
174,1,0,0,1,0,Man City,Newcastle,1.5,2.62,6.03448275862069,0.4117647058823529,19,6,4,1,0,3,0,2,4,0,0
175,0,0,1,1,0,Norwich,West Ham,1.85,2.05,0.8444444444444444,2.1714285714285713,4,6,1,0,4,1,1,3,0,1,4
176,0,0,1,1,0,Leicester,Everton,2.01,1.89,1.2692307692307692,1.2,4,5,0,2,3,3,1,1,0,2,3
177,1,0,0,1,0,Arsenal,Leeds,1.61,2.3,3.103448275862069,0.6428571428571429,11,5,4,0,1,1,2,2,3,1,0
178,0,1,0,0,1,Liverpool,Tottenham,1.53,2.5,3.5714285714285716,0.7142857142857143,10,8,3,2,0,2,2,1,3,2,0
179,1,0,0,1,0,Brighton,Man United,1.95,1.95,1.25,1.4285714285714284,10,5,3,1,1,1,1,3,1,0,4
180,1,0,0,0,1,Crystal Palace,Watford,1.99,1.91,2.4242424242424243,0.8,4,3,2,1,2,0,0,5,3,1,1
181,0,1,0,1,0,Chelsea,Wolves,1.93,1.97,3.7593984962406015,0.5263157894736842,6,4,1,2,2,1,1,3,1,3,1
182,0,0,1,1,0,Burnley,Aston Villa,2.07,1.83,1.0999999999999999,1.375,7,6,3,1,1,2,1,2,1,2,2
183,1,0,0,1,0,Brentford,Southampton,1.95,1.95,1.627906976744186,1.0606060606060606,7,4,3,1,1,1,1,3,1,0,1
184,1,0,0,1,0,Man United,Brentford,1.72,2.1,2.3255813953488373,0.8888888888888888,8,8,2,1,2,3,1,1,2,0,0
185,0,0,1,1,0,West Ham,Arsenal,1.89,2.01,0.8775981524249422,2.111111111111111,4,10,1,1,3,3,0,2,0,1,4
186,1,0,0,1,0,Tottenham,Leicester,1.57,2.37,3.298611111111111,0.6785714285714286,12,5,3,1,1,1,2,2,4,0,1
187,1,0,0,0,1,Everton,Chelsea,2.02,1.88,0.72,2.0571428571428574,5,10,2,1,2,2,1,2,2,1,2
188,0,0,1,1,0,Leeds,Man City,1.5,2.62,0.7058823529411765,4.615384615384615,7,16,2,2,1,4,1,0,1,1,2
189,0,0,1,1,0,Wolves,Brighton,2.5,1.53,1.1851851851851851,1.1636363636363638,4,8,1,0,4,3,1,1,2,2,1
190,0,0,1,1,0,Watford,Burnley,2.1,1.72,1.2692307692307692,1.2,3,6,0,0,5,3,1,1,0,2,3
191,0,0,1,1,0,Southampton,Crystal Palace,2.03,1.87,1.375,1.064516129032258,4,6,1,1,3,2,1,2,2,1,2
192,1,0,0,0,1,Aston Villa,Norwich,1.66,2.2,3.2142857142857144,0.5,3,4,1,1,3,1,1,3,5,0,0
193,0,0,1,0,1,Newcastle,Liverpool,1.66,2.2,0.5882352941176471,3.676470588235294,7,11,4,0,1,4,1,0,0,2,3
194,0,1,0,0,1,Man United,Chelsea,1.86,2.04,1.0625,1.511111111111111,5,11,1,1,3,2,1,2,1,4,0
195,0,1,0,0,1,Crystal Palace,Leeds,1.88,2.02,1.707317073170732,1.0,4,9,1,2,2,3,2,0,1,1,2
196,1,0,0,0,1,Liverpool,Everton,1.44,2.75,5.932203389830509,0.4666666666666667,12,5,4,1,0,1,1,3,2,2,1
197,1,0,0,0,1,Chelsea,West Ham,1.83,2.07,2.8866666666666667,0.6661538461538462,11,4,3,0,2,1,1,3,3,0,2
198,1,0,0,0,1,Burnley,Wolves,2.37,1.57,1.111111111111111,1.0452961672473868,7,5,3,1,1,2,0,3,3,2,0
