,FTR,HomeTeam,AwayTeam,FTHG,FTAG
237,H,FC Koln,Ein Frankfurt,1,0
238,A,Wolfsburg,Hoffenheim,1,2
239,D,Stuttgart,Bochum,1,1
240,H,Bielefeld,Union Berlin,1,0
241,A,Augsburg,Freiburg,1,2
242,H,Mainz,Leverkusen,3,2
243,H,Hoffenheim,Bielefeld,2,0
244,A,Union Berlin,Dortmund,0,3
245,H,Leverkusen,Stuttgart,4,2
246,H,M'gladbach,Augsburg,3,2
247,H,Greuther Furth,Hertha,2,1
248,D,Freiburg,Mainz,1,1
249,A,Ein Frankfurt,Wolfsburg,0,2
250,H,Bochum,Bayern Munich,4,2
251,H,RB Leipzig,FC Koln,3,1
252,H,Wolfsburg,Greuther Furth,4,1
253,A,Dortmund,Leverkusen,2,5
254,H,Bayern Munich,RB Leipzig,3,2
255,A,Stuttgart,Ein Frankfurt,2,3
256,H,Mainz,Hoffenheim,2,0
257,H,FC Koln,Freiburg,1,0
258,D,Bielefeld,M'gladbach,1,1
259,H,Augsburg,Union Berlin,2,0
260,D,Hertha,Bochum,1,1
261,A,Hertha,Bayern Munich,1,4
262,H,RB Leipzig,Wolfsburg,2,0
263,D,Bochum,FC Koln,2,2
264,A,M'gladbach,Union Berlin,1,2
265,H,Leverkusen,Augsburg,5,1
266,A,Hoffenheim,Dortmund,2,3
267,H,Greuther Furth,Mainz,2,1
268,H,Freiburg,Stuttgart,2,0
269,A,Ein Frankfurt,Bielefeld,0,2
270,D,Bielefeld,Greuther Furth,2,2
271,D,Augsburg,Ein Frankfurt,1,1
272,A,M'gladbach,Leverkusen,1,2
273,D,Wolfsburg,Hertha,0,0
274,H,Union Berlin,Hoffenheim,2,1
275,A,Stuttgart,RB Leipzig,0,2
276,H,Mainz,Bochum,1,0
277,A,FC Koln,Bayern Munich,0,4
278,H,Dortmund,Freiburg,5,1
279,H,Bochum,Wolfsburg,1,0
280,A,Hertha,FC Koln,1,3
281,A,Ein Frankfurt,Dortmund,2,3
282,H,RB Leipzig,Mainz,4,1
283,D,Leverkusen,Union Berlin,2,2
284,H,Hoffenheim,Augsburg,3,1
285,D,Greuther Furth,Stuttgart,0,0
286,D,Freiburg,Bielefeld,2,2
287,A,Bayern Munich,M'gladbach,1,2
288,H,FC Koln,Stuttgart,1,0
289,H,Freiburg,Leverkusen,2,1
290,H,Hertha,Dortmund,3,2
291,A,RB Leipzig,Bielefeld,0,2
292,D,Hoffenheim,M'gladbach,1,1
293,D,Greuther Furth,Augsburg,0,0
294,H,Ein Frankfurt,Mainz,1,0
295,A,Bochum,Union Berlin,0,1
296,H,Bayern Munich,Wolfsburg,4,0
297,D,Union Berlin,Freiburg,0,0
298,D,Leverkusen,Hoffenheim,2,2
299,H,Dortmund,Greuther Furth,3,0
300,D,Augsburg,RB Leipzig,1,1
301,A,M'gladbach,Ein Frankfurt,2,3
302,A,Wolfsburg,FC Koln,2,3
303,H,Mainz,Hertha,4,0
304,H,Bielefeld,Bochum,2,0
305,A,Stuttgart,Bayern Munich,0,5
306,H,Ein Frankfurt,Leverkusen,5,2
307,H,Greuther Furth,Union Berlin,1,0
308,A,Wolfsburg,Stuttgart,0,2
309,H,RB Leipzig,M'gladbach,4,1
310,H,Hertha,Bielefeld,2,0
311,A,Freiburg,Hoffenheim,1,2
312,D,Bochum,Dortmund,1,1
313,H,Bayern Munich,Mainz,2,1
314,A,FC Koln,Augsburg,0,2
315,A,M'gladbach,Freiburg,0,6
316,D,Stuttgart,Hertha,2,2
317,A,Dortmund,Bayern Munich,2,3
318,H,Mainz,Wolfsburg,3,0
319,H,Leverkusen,Greuther Furth,7,1
320,H,Hoffenheim,Ein Frankfurt,3,2
321,D,Bielefeld,FC Koln,1,1
322,A,Augsburg,Bochum,2,3
323,H,Union Berlin,RB Leipzig,2,1
324,A,RB Leipzig,Leverkusen,1,3
325,H,Ein Frankfurt,Union Berlin,2,1
326,H,Bayern Munich,Bielefeld,1,0
327,A,Wolfsburg,Dortmund,1,3
328,D,Hertha,Augsburg,1,1
329,A,Greuther Furth,Hoffenheim,3,6
330,H,FC Koln,M'gladbach,4,1
331,H,Bochum,Freiburg,2,1
332,H,Stuttgart,Mainz,2,1
333,D,Mainz,FC Koln,1,1
334,A,Freiburg,Ein Frankfurt,0,2
335,H,Union Berlin,Hertha,2,0
336,H,M'gladbach,Greuther Furth,4,0
337,H,Leverkusen,Bochum,1,0
338,H,Hoffenheim,RB Leipzig,2,0
339,H,Dortmund,Stuttgart,2,1
340,D,Bielefeld,Wolfsburg,2,2
341,H,Augsburg,Bayern Munich,2,1
342,A,Greuther Furth,Ein Frankfurt,1,2
343,D,FC Koln,Union Berlin,2,2
344,D,Hertha,Leverkusen,1,1
345,H,RB Leipzig,Dortmund,2,1
346,H,Wolfsburg,Augsburg,1,0
347,A,Stuttgart,Bielefeld,0,1
348,H,Bochum,Hoffenheim,2,0
349,H,Bayern Munich,Freiburg,2,1
350,D,Mainz,M'gladbach,1,1
351,H,M'gladbach,Bochum,2,1
352,H,Augsburg,Stuttgart,4,1
353,D,Ein Frankfurt,RB Leipzig,1,1
354,A,Union Berlin,Bayern Munich,2,5
355,A,Leverkusen,Wolfsburg,0,2
356,H,Freiburg,Greuther Furth,3,1
357,H,Dortmund,FC Koln,2,0
358,A,Bielefeld,Mainz,1,2
359,H,Hoffenheim,Hertha,2,0
360,H,Bochum,Ein Frankfurt,2,0
361,D,Stuttgart,Union Berlin,1,1
362,D,FC Koln,Leverkusen,2,2
363,H,Hertha,M'gladbach,1,0
364,A,Wolfsburg,Freiburg,0,2
365,H,RB Leipzig,Greuther Furth,4,1
366,A,Bielefeld,Dortmund,1,3
367,H,Bayern Munich,Hoffenheim,4,0
368,H,Mainz,Augsburg,4,1
369,D,Augsburg,Bielefeld,1,1
370,A,Leverkusen,Bayern Munich,1,5
371,D,M'gladbach,Stuttgart,1,1
372,H,Union Berlin,Wolfsburg,2,0
373,A,Greuther Furth,Bochum,0,1
374,D,Freiburg,RB Leipzig,1,1
375,A,Ein Frankfurt,Hertha,1,2
376,H,Dortmund,Mainz,3,1
377,H,Hoffenheim,FC Koln,5,0
378,A,Bielefeld,Leverkusen,0,4
379,A,Bayern Munich,Ein Frankfurt,1,2
380,A,Mainz,Union Berlin,1,2
381,H,RB Leipzig,Bochum,3,0
382,A,Wolfsburg,M'gladbach,1,3
383,H,Stuttgart,Hoffenheim,3,1
384,A,Hertha,Freiburg,1,2
385,H,Dortmund,Augsburg,2,1
386,H,FC Koln,Greuther Furth,3,1
387,H,Freiburg,Augsburg,3,0
388,D,Bochum,Stuttgart,0,0
389,H,M'gladbach,Dortmund,1,0
390,H,Union Berlin,Bielefeld,1,0
391,H,RB Leipzig,Hertha,6,0
392,H,Leverkusen,Mainz,1,0
393,H,Hoffenheim,Wolfsburg,3,1
394,D,Ein Frankfurt,FC Koln,1,1
395,A,Greuther Furth,Bayern Munich,1,3
396,D,Wolfsburg,Ein Frankfurt,1,1
397,H,Dortmund,Union Berlin,4,2
398,A,Stuttgart,Leverkusen,1,3
399,D,FC Koln,RB Leipzig,1,1
400,D,Mainz,Freiburg,0,0
401,D,Bielefeld,Hoffenheim,0,0
402,H,Bayern Munich,Bochum,7,0
403,H,Augsburg,M'gladbach,1,0
404,H,Hertha,Greuther Furth,2,1
405,H,M'gladbach,Bielefeld,3,1
406,A,Bochum,Hertha,1,3
407,D,Ein Frankfurt,Stuttgart,1,1
408,A,RB Leipzig,Bayern Munich,1,4
409,D,Union Berlin,Augsburg,0,0
410,A,Leverkusen,Dortmund,3,4
411,A,Hoffenheim,Mainz,0,2
412,A,Greuther Furth,Wolfsburg,0,2
413,D,Freiburg,FC Koln,1,1
414,H,Wolfsburg,RB Leipzig,1,0
415,H,Union Berlin,M'gladbach,2,1
416,H,Bayern Munich,Hertha,5,0
417,A,Stuttgart,Freiburg,2,3
418,H,Mainz,Greuther Furth,3,0
419,H,FC Koln,Bochum,2,1
420,D,Bielefeld,Ein Frankfurt,1,1
421,A,Augsburg,Leverkusen,1,4
422,H,Dortmund,Hoffenheim,3,2
423,H,Bayern Munich,FC Koln,3,2
424,D,Hoffenheim,Union Berlin,2,2
425,H,Leverkusen,M'gladbach,4,0
426,A,Hertha,Wolfsburg,1,2
427,D,Greuther Furth,Bielefeld,1,1
428,H,Freiburg,Dortmund,2,1
429,D,Ein Frankfurt,Augsburg,0,0
430,H,Bochum,Mainz,2,0
431,H,RB Leipzig,Stuttgart,4,0
432,H,FC Koln,Hertha,3,1
433,H,Mainz,RB Leipzig,1,0
434,H,Dortmund,Ein Frankfurt,5,2
435,H,Wolfsburg,Bochum,1,0
436,D,Union Berlin,Leverkusen,1,1
437,H,Stuttgart,Greuther Furth,5,1
438,D,Bielefeld,Freiburg,0,0
439,A,Augsburg,Hoffenheim,0,4
440,D,M'gladbach,Bayern Munich,1,1
441,A,Wolfsburg,Mainz,2,3
442,A,Werder Bremen,M'gladbach,2,4
443,H,Union Berlin,RB Leipzig,2,1
444,A,Stuttgart,Bielefeld,0,2
445,H,Hoffenheim,Hertha,2,1
446,H,FC Koln,Schalke 04,1,0
447,H,Ein Frankfurt,Freiburg,3,1
448,H,Dortmund,Leverkusen,3,1
449,H,Bayern Munich,Augsburg,5,2
450,D,RB Leipzig,Wolfsburg,2,2
451,A,Mainz,Dortmund,1,3
452,H,Schalke 04,Ein Frankfurt,4,3
453,A,M'gladbach,Stuttgart,1,2
454,D,Leverkusen,Union Berlin,1,1
455,D,Hertha,FC Koln,0,0
456,D,Freiburg,Bayern Munich,2,2
457,D,Bielefeld,Hoffenheim,1,1
458,H,Augsburg,Werder Bremen,2,0
459,A,Schalke 04,Hertha,1,2
460,D,Hertha,Bielefeld,0,0
461,D,Ein Frankfurt,Mainz,1,1
462,A,FC Koln,Freiburg,1,4
463,H,Bayern Munich,M'gladbach,6,0
464,H,Wolfsburg,Union Berlin,3,0
465,D,Werder Bremen,Leverkusen,0,0
466,H,Hoffenheim,Schalke 04,4,2
467,H,Dortmund,RB Leipzig,3,2
468,H,Stuttgart,Augsburg,2,1
469,H,Hertha,Freiburg,3,0
470,D,Mainz,Hertha,1,1
471,H,M'gladbach,Bielefeld,5,0
472,H,RB Leipzig,Stuttgart,2,0
473,H,Leverkusen,Ein Frankfurt,3,1
474,A,Wolfsburg,Dortmund,0,2
475,H,Union Berlin,Werder Bremen,3,1
476,H,Mainz,Bayern Munich,2,1
477,D,Freiburg,Hoffenheim,1,1
478,A,Augsburg,FC Koln,2,3
479,A,Werder Bremen,Mainz,0,1
480,A,Stuttgart,Wolfsburg,1,3
481,H,Hoffenheim,M'gladbach,3,2
482,H,Dortmund,Union Berlin,2,0
483,H,Ein Frankfurt,Augsburg,2,0
484,H,Bielefeld,Schalke 04,1,0
485,H,Bayern Munich,Leverkusen,2,0
486,H,FC Koln,RB Leipzig,2,1
487,H,Dortmund,Werder Bremen,4,1
488,H,Leverkusen,FC Koln,3,0
489,A,Wolfsburg,Bayern Munich,2,3
490,H,Union Berlin,Stuttgart,2,1
491,H,M'gladbach,Ein Frankfurt,4,0
492,H,Freiburg,Schalke 04,4,0
493,D,Augsburg,Bielefeld,0,0
494,D,RB Leipzig,Hoffenheim,0,0
495,D,Hoffenheim,Leverkusen,0,0
496,A,FC Koln,Mainz,2,3
497,H,Schalke 04,Augsburg,1,0
498,A,Stuttgart,Dortmund,2,3
499,A,Werder Bremen,RB Leipzig,1,4
500,D,Hertha,M'gladbach,2,2
501,H,Ein Frankfurt,Wolfsburg,4,3
502,D,Bayern Munich,Union Berlin,1,1
503,H,Bielefeld,Freiburg,1,0
504,D,Union Berlin,Hertha,1,1
505,H,Stuttgart,Werder Bremen,1,0
506,H,M'gladbach,Freiburg,2,1
507,A,RB Leipzig,Bayern Munich,0,1
508,H,Wolfsburg,FC Koln,1,0
509,D,Mainz,Bielefeld,1,1
510,H,Leverkusen,Schalke 04,2,1
511,A,Dortmund,Ein Frankfurt,1,2
512,H,Augsburg,Hoffenheim,2,1
513,H,Freiburg,Augsburg,2,0
514,H,Hertha,Leverkusen,3,0
515,A,Hoffenheim,Mainz,1,2
516,A,Schalke 04,M'gladbach,0,3
517,A,Werder Bremen,Wolfsburg,1,2
518,D,FC Koln,Dortmund,2,2
519,H,Ein Frankfurt,Union Berlin,5,2
520,H,Bayern Munich,Stuttgart,4,0
521,A,Bielefeld,RB Leipzig,0,1
522,H,Stuttgart,Hoffenheim,2,0
523,D,RB Leipzig,Ein Frankfurt,1,1
524,A,Leverkusen,Bielefeld,1,2
525,H,Dortmund,Hertha,2,0
526,H,Wolfsburg,Schalke 04,5,0
527,A,Werder Bremen,Bayern Munich,1,3
528,H,Union Berlin,FC Koln,2,1
529,H,Mainz,Freiburg,1,0
530,H,Augsburg,M'gladbach,3,1
531,A,Bielefeld,Werder Bremen,0,2
532,D,Bielefeld,Union Berlin,0,0
533,D,FC Koln,Werder Bremen,1,1
534,H,Bayern Munich,Dortmund,4,2
535,A,M'gladbach,Leverkusen,0,1
536,H,Hoffenheim,Wolfsburg,2,1
537,H,Hertha,Augsburg,2,1
538,A,Freiburg,RB Leipzig,0,3
539,D,Ein Frankfurt,Stuttgart,1,1
540,D,Schalke 04,Mainz,0,0
541,A,Leverkusen,Freiburg,1,2
542,A,Mainz,Augsburg,0,1
543,D,Union Berlin,Hoffenheim,1,1
544,H,RB Leipzig,M'gladbach,3,2
545,H,Wolfsburg,Hertha,2,0
546,H,Stuttgart,Schalke 04,5,1
547,H,Dortmund,Bielefeld,3,0
548,H,Bayern Munich,FC Koln,5,1
549,H,Werder Bremen,Ein Frankfurt,2,1
550,H,Hoffenheim,Werder Bremen,4,0
551,A,Hertha,RB Leipzig,0,3
552,D,Augsburg,Leverkusen,1,1
553,A,Schalke 04,Dortmund,0,4
554,A,M'gladbach,Mainz,1,2
555,A,Freiburg,Union Berlin,0,1
556,A,FC Koln,Stuttgart,0,1
557,H,Ein Frankfurt,Bayern Munich,2,1
558,A,Bielefeld,Wolfsburg,0,3
559,D,Bayern Munich,Bielefeld,3,3
560,D,Wolfsburg,M'gladbach,0,0
561,H,Ein Frankfurt,FC Koln,2,0
562,D,Union Berlin,Schalke 04,0,0
563,D,Werder Bremen,Freiburg,0,0
564,D,Stuttgart,Hertha,1,1
565,D,Leverkusen,Mainz,2,2
566,D,Dortmund,Hoffenheim,2,2
567,H,RB Leipzig,Augsburg,2,1
568,A,Hoffenheim,Ein Frankfurt,1,3
569,A,M'gladbach,FC Koln,1,2
570,A,Schalke 04,RB Leipzig,0,3
571,H,Mainz,Union Berlin,1,0
572,H,Leverkusen,Stuttgart,5,2
573,H,Freiburg,Dortmund,2,1
574,A,Augsburg,Wolfsburg,0,2
575,A,Hertha,Bayern Munich,0,1
576,H,Wolfsburg,Freiburg,3,0
577,H,FC Koln,Bielefeld,3,1
578,H,RB Leipzig,Leverkusen,1,0
579,D,Werder Bremen,Schalke 04,1,1
580,D,Union Berlin,M'gladbach,1,1
581,H,Ein Frankfurt,Hertha,3,1
582,H,Dortmund,Augsburg,3,1
583,H,Bayern Munich,Hoffenheim,4,1
584,H,Stuttgart,Mainz,2,0
585,H,Hoffenheim,FC Koln,3,0
586,A,Schalke 04,Bayern Munich,0,4
587,A,Hertha,Werder Bremen,1,4
588,H,Mainz,RB Leipzig,3,2
589,A,Leverkusen,Wolfsburg,0,1
590,H,Freiburg,Stuttgart,2,1
591,A,Bielefeld,Ein Frankfurt,1,5
592,H,Augsburg,Union Berlin,2,1
593,H,M'gladbach,Dortmund,4,2
594,H,RB Leipzig,Union Berlin,1,0
595,D,Freiburg,Ein Frankfurt,2,2
596,H,Bielefeld,Stuttgart,3,0
597,A,Augsburg,Bayern Munich,0,1
598,A,Schalke 04,FC Koln,1,2
599,A,Mainz,Wolfsburg,0,2
600,H,Leverkusen,Dortmund,2,1
601,A,Hertha,Hoffenheim,0,3
602,H,M'gladbach,Werder Bremen,1,0
603,H,Ein Frankfurt,Schalke 04,3,1
604,H,Bayern Munich,Freiburg,2,1
605,D,Stuttgart,M'gladbach,2,2
606,D,Wolfsburg,RB Leipzig,2,2
607,H,Werder Bremen,Augsburg,2,0
608,D,Hoffenheim,Bielefeld,0,0
609,D,FC Koln,Hertha,0,0
610,D,Dortmund,Mainz,1,1
611,H,Union Berlin,Leverkusen,1,0
612,H,Bielefeld,Hertha,1,0
613,A,Augsburg,Stuttgart,1,4
614,A,RB Leipzig,Dortmund,1,3
615,D,Union Berlin,Wolfsburg,2,2
616,H,Schalke 04,Hoffenheim,4,0
617,A,Mainz,Ein Frankfurt,0,2
618,D,Leverkusen,Werder Bremen,1,1
619,H,Freiburg,FC Koln,5,0
620,H,M'gladbach,Bayern Munich,3,2
621,H,Bayern Munich,Mainz,5,2
622,H,Dortmund,Wolfsburg,2,0
623,A,Stuttgart,RB Leipzig,0,1
624,H,Hertha,Schalke 04,3,0
625,A,Werder Bremen,Union Berlin,0,2
626,A,Hoffenheim,Freiburg,1,3
627,A,FC Koln,Augsburg,0,1
628,H,Ein Frankfurt,Leverkusen,2,1
629,A,Bielefeld,M'gladbach,0,1
630,H,Wolfsburg,Stuttgart,1,0
631,H,Freiburg,Hertha,4,1
632,A,Leverkusen,Bayern Munich,1,2
633,A,Schalke 04,Bielefeld,0,1
634,D,RB Leipzig,FC Koln,0,0
635,A,M'gladbach,Hoffenheim,1,2
