,FTR,HomeTeam,AwayTeam,FTHG,FTAG
218,H,Mallorca,Ath Madrid,1,0
219,A,Cadiz,Betis,1,2
220,H,Sevilla,Granada,4,2
221,H,Sociedad,Espanol,1,0
222,H,Barcelona,Sevilla,1,0
223,D,Valencia,Cadiz,0,0
224,D,Granada,Vallecano,2,2
225,H,Betis,Osasuna,4,1
226,H,Ath Bilbao,Elche,2,1
227,H,Ath Madrid,Alaves,4,1
228,A,Celta,Real Madrid,1,2
229,H,Levante,Villarreal,2,0
230,H,Getafe,Mallorca,1,0
231,A,Real Madrid,Barcelona,0,4
232,D,Sevilla,Sociedad,0,0
233,D,Celta,Betis,0,0
234,H,Cadiz,Villarreal,1,0
235,H,Espanol,Mallorca,1,0
236,A,Vallecano,Ath Madrid,0,1
237,H,Osasuna,Levante,3,1
238,A,Elche,Valencia,0,1
239,A,Alaves,Granada,2,3
240,D,Ath Bilbao,Getafe,1,1
241,A,Mallorca,Real Madrid,0,3
242,H,Barcelona,Osasuna,4,0
243,H,Sociedad,Alaves,1,0
244,H,Betis,Ath Bilbao,1,0
245,D,Vallecano,Sevilla,1,1
246,D,Getafe,Valencia,0,0
247,H,Villarreal,Celta,1,0
248,A,Granada,Elche,0,1
249,D,Levante,Espanol,1,1
250,H,Ath Madrid,Cadiz,2,1
251,H,Ath Bilbao,Levante,3,1
252,A,Betis,Ath Madrid,1,3
253,H,Celta,Mallorca,4,3
254,A,Elche,Barcelona,1,2
255,H,Cadiz,Vallecano,2,0
256,H,Real Madrid,Sociedad,4,1
257,H,Valencia,Granada,3,1
258,H,Espanol,Getafe,2,0
259,H,Osasuna,Villarreal,1,0
260,D,Alaves,Sevilla,0,0
261,A,Mallorca,Sociedad,0,2
262,D,Granada,Cadiz,0,0
263,H,Barcelona,Ath Bilbao,4,0
264,H,Sociedad,Osasuna,1,0
265,H,Sevilla,Betis,2,1
266,H,Villarreal,Espanol,5,1
267,H,Ath Madrid,Celta,2,0
268,A,Vallecano,Real Madrid,0,1
269,D,Getafe,Alaves,2,2
270,A,Mallorca,Valencia,0,1
271,H,Levante,Elche,3,0
272,D,Celta,Levante,1,1
273,H,Ath Bilbao,Sociedad,4,0
274,H,Betis,Mallorca,2,1
275,A,Valencia,Barcelona,1,4
276,D,Espanol,Sevilla,1,1
277,H,Real Madrid,Alaves,3,0
278,D,Cadiz,Getafe,1,1
279,A,Osasuna,Ath Madrid,0,3
280,A,Granada,Villarreal,1,4
281,H,Elche,Vallecano,2,1
282,A,Ath Madrid,Levante,0,1
283,H,Mallorca,Ath Bilbao,3,2
284,D,Espanol,Barcelona,2,2
285,H,Sociedad,Granada,2,0
286,A,Levante,Betis,2,4
287,H,Alaves,Valencia,2,1
288,H,Ath Madrid,Getafe,4,3
289,A,Vallecano,Osasuna,0,3
290,D,Villarreal,Real Madrid,0,0
291,D,Cadiz,Celta,0,0
292,H,Sevilla,Elche,2,0
293,H,Ath Bilbao,Espanol,2,1
294,H,Real Madrid,Granada,1,0
295,A,Betis,Villarreal,0,2
296,H,Barcelona,Ath Madrid,4,2
297,D,Valencia,Sociedad,0,0
298,D,Osasuna,Sevilla,0,0
299,H,Celta,Vallecano,2,0
300,H,Mallorca,Cadiz,2,1
301,H,Elche,Alaves,3,1
302,H,Getafe,Levante,3,0
303,A,Alaves,Barcelona,0,1
304,A,Vallecano,Ath Bilbao,0,1
305,D,Sociedad,Getafe,0,0
306,D,Real Madrid,Elche,2,2
307,A,Granada,Osasuna,0,2
308,H,Ath Madrid,Valencia,3,2
309,D,Sevilla,Celta,2,2
310,H,Villarreal,Mallorca,3,0
311,A,Levante,Cadiz,0,2
312,A,Espanol,Betis,1,4
313,H,Getafe,Granada,4,2
314,D,Valencia,Sevilla,1,1
315,H,Celta,Osasuna,2,0
316,D,Cadiz,Espanol,2,2
317,H,Betis,Alaves,4,0
318,H,Elche,Villarreal,1,0
319,A,Espanol,Elche,1,2
320,D,Villarreal,Ath Madrid,2,2
321,H,Osasuna,Cadiz,2,0
322,D,Alaves,Ath Bilbao,0,0
323,H,Sevilla,Getafe,1,0
324,D,Vallecano,Betis,1,1
325,H,Real Madrid,Valencia,4,1
326,D,Granada,Barcelona,1,1
327,H,Sociedad,Celta,1,0
328,H,Levante,Mallorca,2,0
329,A,Cadiz,Sevilla,0,1
330,A,Osasuna,Ath Bilbao,1,3
331,H,Villarreal,Levante,5,0
332,A,Mallorca,Barcelona,0,1
333,A,Betis,Celta,0,2
334,D,Alaves,Sociedad,1,1
335,D,Elche,Granada,0,0
336,H,Ath Madrid,Vallecano,2,0
337,H,Getafe,Real Madrid,1,0
338,A,Valencia,Espanol,1,2
339,A,Ath Bilbao,Real Madrid,1,2
340,H,Granada,Ath Madrid,2,1
341,D,Sevilla,Barcelona,1,1
342,H,Villarreal,Alaves,5,2
343,A,Levante,Valencia,3,4
344,D,Real Madrid,Cadiz,0,0
345,H,Getafe,Osasuna,1,0
346,H,Ath Bilbao,Betis,3,2
347,H,Granada,Mallorca,4,1
348,H,Sevilla,Ath Madrid,2,1
349,H,Barcelona,Elche,3,2
350,A,Sociedad,Villarreal,1,3
351,H,Vallecano,Alaves,2,0
352,H,Celta,Espanol,3,1
353,D,Cadiz,Granada,1,1
354,H,Real Madrid,Ath Madrid,2,0
355,H,Betis,Sociedad,4,0
356,D,Osasuna,Barcelona,2,2
357,H,Villarreal,Vallecano,2,0
358,A,Ath Bilbao,Sevilla,0,1
359,H,Valencia,Elche,2,1
360,D,Alaves,Getafe,1,1
361,H,Espanol,Levante,4,3
362,D,Mallorca,Celta,0,0
363,D,Getafe,Ath Bilbao,0,0
364,A,Celta,Valencia,1,2
365,D,Levante,Osasuna,0,0
366,H,Elche,Cadiz,3,1
367,H,Vallecano,Espanol,1,0
368,A,Sociedad,Real Madrid,0,2
369,A,Ath Madrid,Mallorca,1,2
370,A,Barcelona,Betis,0,1
371,H,Sevilla,Villarreal,1,0
372,H,Granada,Alaves,2,1
373,H,Real Madrid,Ath Bilbao,1,0
374,D,Osasuna,Elche,1,1
375,H,Real Madrid,Sevilla,2,1
376,A,Cadiz,Ath Madrid,1,4
377,H,Espanol,Sociedad,1,0
378,H,Betis,Levante,3,1
379,A,Villarreal,Barcelona,1,3
380,D,Mallorca,Getafe,0,0
381,D,Valencia,Vallecano,1,1
382,A,Alaves,Celta,1,2
383,D,Ath Bilbao,Granada,2,2
384,H,Vallecano,Mallorca,3,1
385,D,Sociedad,Valencia,0,0
386,A,Elche,Betis,0,3
387,A,Granada,Real Madrid,1,4
388,H,Getafe,Cadiz,4,0
389,H,Barcelona,Espanol,1,0
390,H,Ath Madrid,Osasuna,1,0
391,D,Sevilla,Alaves,2,2
392,D,Celta,Villarreal,1,1
393,D,Levante,Ath Bilbao,0,0
394,A,Betis,Sevilla,0,2
395,A,Osasuna,Sociedad,0,2
396,D,Mallorca,Elche,2,2
397,D,Valencia,Ath Madrid,3,3
398,H,Villarreal,Getafe,1,0
399,H,Real Madrid,Vallecano,2,1
400,H,Alaves,Levante,2,1
401,D,Celta,Barcelona,3,3
402,H,Espanol,Granada,2,0
403,A,Ath Bilbao,Cadiz,0,1
404,A,Levante,Granada,0,3
405,D,Vallecano,Celta,0,0
406,D,Sociedad,Ath Bilbao,1,1
407,H,Getafe,Espanol,2,1
408,H,Ath Madrid,Betis,3,0
409,D,Cadiz,Mallorca,1,1
410,D,Barcelona,Alaves,1,1
411,H,Valencia,Villarreal,2,0
412,H,Sevilla,Osasuna,2,0
413,A,Elche,Real Madrid,1,2
414,D,Levante,Ath Madrid,2,2
415,D,Granada,Getafe,1,1
416,A,Celta,Sociedad,0,2
417,D,Real Madrid,Osasuna,0,0
418,H,Betis,Valencia,4,1
419,H,Vallecano,Barcelona,1,0
420,D,Mallorca,Sevilla,1,1
421,D,Villarreal,Cadiz,3,3
422,D,Espanol,Ath Bilbao,1,1
423,H,Alaves,Elche,1,0
424,A,Getafe,Celta,0,3
425,D,Ath Madrid,Sociedad,2,2
426,H,Betis,Vallecano,3,2
427,A,Barcelona,Real Madrid,1,2
428,H,Sevilla,Levante,5,3
429,H,Ath Bilbao,Villarreal,2,1
430,D,Elche,Espanol,2,2
431,A,Cadiz,Alaves,0,2
432,D,Valencia,Mallorca,2,2
433,D,Osasuna,Granada,1,1
434,H,Espanol,Cadiz,2,0
435,A,Alaves,Betis,0,1
436,H,Barcelona,Valencia,3,1
437,A,Villarreal,Osasuna,1,2
438,A,Celta,Sevilla,0,1
439,H,Vallecano,Elche,2,1
440,H,Sociedad,Mallorca,1,0
441,D,Levante,Getafe,0,0
442,H,Granada,Sevilla,1,0
443,H,Villarreal,Betis,2,0
444,D,Getafe,Sociedad,1,1
445,H,Espanol,Real Madrid,2,1
446,H,Elche,Celta,1,0
447,H,Ath Madrid,Barcelona,2,0
448,D,Cadiz,Valencia,0,0
449,H,Mallorca,Levante,1,0
450,H,Osasuna,Vallecano,1,0
451,H,Ath Bilbao,Alaves,1,0
452,H,Celta,Granada,1,0
453,H,Betis,Getafe,2,0
454,H,Vallecano,Cadiz,3,1
455,H,Sociedad,Elche,1,0
456,H,Barcelona,Levante,3,0
457,A,Mallorca,Osasuna,2,3
458,D,Real Madrid,Villarreal,0,0
459,H,Sevilla,Espanol,2,0
460,D,Valencia,Ath Bilbao,1,1
461,H,Alaves,Ath Madrid,1,0
462,D,Cadiz,Barcelona,0,0
463,A,Osasuna,Betis,1,3
464,A,Granada,Sociedad,2,3
465,H,Villarreal,Elche,4,1
466,H,Real Madrid,Mallorca,6,1
467,H,Sevilla,Valencia,3,1
468,H,Espanol,Alaves,1,0
469,A,Levante,Celta,0,2
470,A,Ath Bilbao,Vallecano,1,2
471,A,Getafe,Ath Madrid,1,2
472,D,Barcelona,Granada,1,1
473,A,Valencia,Real Madrid,1,2
474,D,Betis,Espanol,2,2
475,D,Sociedad,Sevilla,0,0
476,D,Mallorca,Villarreal,0,0
477,A,Alaves,Osasuna,0,2
478,D,Elche,Levante,1,1
479,D,Ath Madrid,Ath Bilbao,0,0
480,H,Vallecano,Getafe,3,0
481,A,Celta,Cadiz,1,2
482,A,Granada,Betis,1,2
483,A,Getafe,Elche,0,1
484,H,Real Madrid,Celta,5,2
485,A,Cadiz,Sociedad,0,2
486,A,Osasuna,Valencia,1,4
487,A,Espanol,Ath Madrid,1,2
488,H,Ath Bilbao,Mallorca,2,0
489,D,Levante,Vallecano,1,1
490,D,Ath Madrid,Villarreal,2,2
491,H,Vallecano,Granada,4,0
492,A,Cadiz,Osasuna,2,3
493,H,Barcelona,Getafe,2,1
494,A,Betis,Real Madrid,0,1
495,H,Sociedad,Levante,1,0
496,D,Elche,Sevilla,1,1
497,A,Celta,Ath Bilbao,0,1
498,H,Valencia,Alaves,3,0
499,H,Mallorca,Espanol,1,0
500,D,Osasuna,Celta,0,0
501,A,Getafe,Sevilla,0,1
502,D,Levante,Real Madrid,3,3
503,H,Ath Madrid,Elche,1,0
504,H,Sociedad,Vallecano,1,0
505,D,Ath Bilbao,Barcelona,1,1
506,D,Granada,Valencia,1,1
507,D,Espanol,Villarreal,0,0
508,A,Alaves,Mallorca,0,1
509,D,Betis,Cadiz,1,1
510,D,Elche,Ath Bilbao,0,0
511,D,Villarreal,Granada,0,0
512,H,Sevilla,Vallecano,3,0
513,H,Barcelona,Sociedad,4,2
514,A,Celta,Ath Madrid,1,2
515,D,Osasuna,Espanol,0,0
516,A,Alaves,Real Madrid,1,4
517,D,Mallorca,Betis,1,1
518,D,Cadiz,Levante,1,1
519,H,Valencia,Getafe,1,0
520,H,Sevilla,Alaves,1,0
521,D,Granada,Getafe,0,0
522,A,Valladolid,Ath Madrid,1,2
523,H,Real Madrid,Villarreal,2,1
524,A,Osasuna,Sociedad,0,1
525,D,Huesca,Valencia,0,0
526,H,Elche,Ath Bilbao,2,0
527,A,Eibar,Barcelona,0,1
528,A,Celta,Betis,2,3
529,D,Levante,Cadiz,2,2
530,H,Villarreal,Sevilla,4,0
531,H,Valencia,Eibar,4,1
532,H,Sociedad,Valladolid,4,1
533,H,Getafe,Levante,2,1
534,A,Cadiz,Elche,1,3
535,H,Betis,Huesca,1,0
536,A,Barcelona,Celta,1,2
537,H,Ath Madrid,Osasuna,2,1
538,A,Ath Bilbao,Real Madrid,0,1
539,H,Alaves,Granada,4,2
540,A,Granada,Real Madrid,1,4
541,D,Eibar,Betis,1,1
542,A,Valladolid,Villarreal,0,2
543,H,Ath Madrid,Sociedad,2,1
544,H,Huesca,Ath Bilbao,1,0
545,H,Celta,Getafe,1,0
546,H,Sevilla,Valencia,1,0
547,D,Levante,Barcelona,3,3
548,A,Elche,Alaves,0,2
549,H,Osasuna,Cadiz,3,2
550,H,Betis,Granada,2,1
551,D,Real Madrid,Sevilla,2,2
552,A,Villarreal,Celta,2,4
553,H,Valencia,Valladolid,3,0
554,A,Getafe,Eibar,0,1
555,D,Ath Bilbao,Osasuna,2,2
556,H,Cadiz,Huesca,2,1
557,D,Barcelona,Ath Madrid,0,0
558,D,Alaves,Levante,2,2
559,H,Sociedad,Elche,2,0
560,A,Sevilla,Ath Bilbao,0,1
561,A,Valencia,Barcelona,2,3
562,A,Granada,Cadiz,0,1
563,H,Villarreal,Getafe,1,0
564,D,Valladolid,Betis,1,1
565,H,Real Madrid,Osasuna,2,0
566,H,Huesca,Sociedad,1,0
567,A,Elche,Ath Madrid,0,1
568,H,Eibar,Alaves,3,0
569,H,Celta,Levante,2,0
570,A,Barcelona,Granada,1,2
571,D,Ath Bilbao,Valladolid,2,2
572,A,Eibar,Sociedad,0,1
573,H,Ath Bilbao,Ath Madrid,2,1
574,H,Sevilla,Granada,2,1
575,H,Celta,Osasuna,2,1
576,A,Villarreal,Barcelona,1,2
577,A,Huesca,Getafe,0,2
578,D,Real Madrid,Betis,0,0
579,D,Valencia,Alaves,1,1
580,D,Valladolid,Cadiz,1,1
581,H,Elche,Levante,1,0
582,H,Barcelona,Getafe,5,2
583,H,Sociedad,Celta,2,1
584,H,Granada,Eibar,4,1
585,H,Ath Madrid,Huesca,2,0
586,A,Cadiz,Real Madrid,0,3
587,D,Elche,Valladolid,1,1
588,H,Alaves,Villarreal,2,1
589,D,Betis,Ath Bilbao,0,0
590,H,Osasuna,Valencia,3,1
591,A,Levante,Sevilla,0,1
592,A,Levante,Villarreal,1,5
593,D,Getafe,Real Madrid,0,0
594,D,Cadiz,Celta,0,0
595,D,Betis,Valencia,2,2
596,H,Ath Madrid,Eibar,5,0
597,H,Alaves,Huesca,1,0
598,A,Sociedad,Sevilla,1,2
599,H,Osasuna,Elche,2,0
600,A,Celta,Sevilla,3,4
601,D,Betis,Ath Madrid,1,1
602,A,Valladolid,Granada,1,2
603,D,Valencia,Sociedad,2,2
604,A,Villarreal,Osasuna,1,2
605,H,Real Madrid,Barcelona,2,1
606,A,Eibar,Levante,0,1
607,D,Ath Bilbao,Alaves,0,0
608,A,Getafe,Cadiz,0,1
609,H,Huesca,Elche,3,1
610,D,Sociedad,Ath Bilbao,1,1
611,H,Barcelona,Valladolid,1,0
612,H,Sevilla,Ath Madrid,1,0
613,H,Cadiz,Valencia,2,1
614,D,Elche,Betis,1,1
615,A,Alaves,Celta,1,3
616,D,Osasuna,Getafe,0,0
617,H,Real Madrid,Eibar,2,0
618,A,Granada,Villarreal,0,3
619,A,Levante,Huesca,0,2
620,A,Sociedad,Barcelona,1,6
621,H,Ath Madrid,Alaves,1,0
622,H,Villarreal,Cadiz,2,1
623,H,Valencia,Granada,2,1
624,D,Getafe,Elche,1,1
625,D,Valladolid,Sevilla,1,1
626,D,Huesca,Osasuna,0,0
627,A,Celta,Real Madrid,1,3
628,D,Ath Bilbao,Eibar,1,1
629,H,Betis,Levante,2,0
630,H,Sevilla,Elche,2,0
631,H,Barcelona,Huesca,4,1
632,H,Sevilla,Betis,1,0
633,A,Eibar,Villarreal,1,3
634,H,Granada,Sociedad,1,0
635,D,Celta,Ath Bilbao,0,0
636,D,Getafe,Ath Madrid,0,0
637,D,Osasuna,Valladolid,0,0
638,H,Real Madrid,Elche,2,1
639,D,Alaves,Cadiz,1,1
640,H,Levante,Valencia,1,0
641,H,Ath Madrid,Ath Bilbao,2,1
642,H,Betis,Alaves,3,2
643,H,Ath Bilbao,Granada,2,1
644,H,Sociedad,Levante,1,0
645,D,Ath Madrid,Real Madrid,1,1
646,A,Huesca,Celta,3,4
647,A,Osasuna,Barcelona,0,2
648,H,Cadiz,Eibar,1,0
649,H,Elche,Sevilla,2,1
650,H,Valladolid,Getafe,2,1
651,H,Valencia,Villarreal,2,1
652,D,Real Madrid,Sociedad,1,1
653,A,Villarreal,Ath Madrid,0,2
654,H,Granada,Elche,2,1
655,A,Cadiz,Betis,0,1
656,D,Celta,Valladolid,1,1
657,H,Getafe,Valencia,3,0
658,A,Alaves,Osasuna,0,1
659,A,Sevilla,Barcelona,0,2
660,D,Eibar,Huesca,1,1
661,D,Levante,Ath Bilbao,1,1
662,H,Barcelona,Elche,3,0
663,A,Osasuna,Sevilla,0,2
664,D,Ath Bilbao,Villarreal,1,1
665,H,Huesca,Granada,3,2
666,H,Sociedad,Alaves,4,0
667,D,Barcelona,Cadiz,1,1
668,A,Valladolid,Real Madrid,0,1
669,H,Valencia,Celta,2,0
670,A,Ath Madrid,Levante,0,2
671,H,Elche,Eibar,1,0
672,H,Betis,Getafe,1,0
673,D,Levante,Ath Madrid,1,1
674,A,Cadiz,Ath Bilbao,0,4
675,A,Villarreal,Betis,1,2
676,A,Levante,Osasuna,0,1
677,H,Real Madrid,Valencia,2,0
678,A,Getafe,Sociedad,0,1
679,H,Barcelona,Alaves,5,1
680,D,Eibar,Valladolid,1,1
681,H,Sevilla,Huesca,1,0
682,A,Granada,Ath Madrid,1,2
683,H,Celta,Elche,3,1
684,H,Real Madrid,Getafe,2,0
685,D,Ath Madrid,Celta,2,2
686,A,Betis,Barcelona,2,3
687,H,Osasuna,Eibar,2,1
688,D,Ath Bilbao,Valencia,1,1
689,H,Sociedad,Cadiz,4,1
690,H,Sevilla,Getafe,3,0
691,D,Elche,Villarreal,2,2
692,A,Huesca,Real Madrid,1,2
693,D,Levante,Granada,2,2
694,H,Alaves,Valladolid,1,0
695,H,Betis,Osasuna,1,0
696,H,Barcelona,Ath Bilbao,2,1
697,D,Granada,Celta,0,0
698,A,Cadiz,Ath Madrid,2,4
699,D,Getafe,Alaves,0,0
700,D,Villarreal,Sociedad,1,1
701,H,Valencia,Elche,1,0
702,A,Real Madrid,Levante,1,2
703,A,Eibar,Sevilla,0,2
704,A,Valladolid,Huesca,1,3
705,H,Ath Bilbao,Getafe,5,1
706,H,Ath Madrid,Valencia,3,1
707,D,Celta,Eibar,1,1
708,A,Elche,Barcelona,0,2
709,H,Osasuna,Granada,3,1
710,A,Alaves,Real Madrid,1,4
711,D,Sociedad,Betis,2,2
712,H,Sevilla,Cadiz,3,0
713,D,Huesca,Villarreal,0,0
714,D,Levante,Valladolid,2,2
715,A,Eibar,Ath Madrid,1,2
716,D,Valencia,Osasuna,1,1
717,D,Villarreal,Granada,2,2
718,H,Betis,Celta,2,1
719,H,Getafe,Huesca,1,0
720,A,Alaves,Sevilla,1,2
721,D,Valladolid,Elche,2,2
722,D,Cadiz,Levante,2,2
723,H,Ath Madrid,Sevilla,2,0
