,FTR,HomeTeam,AwayTeam,FTHG,FTAG
606,A,Everton,Burnley,1.0,2.0
607,H,Crystal Palace,West Brom,1.0,0.0
608,D,Leeds,Chelsea,0.0,0.0
609,D,Newcastle,Aston Villa,1.0,1.0
610,H,Man City,Southampton,5.0,2.0
611,H,West Ham,Leeds,2.0,0.0
612,H,Chelsea,Everton,2.0,0.0
613,H,Tottenham,Crystal Palace,4.0,1.0
614,A,Man City,Man United,0.0,2.0
615,A,Liverpool,Fulham,0.0,1.0
616,D,West Brom,Newcastle,0.0,0.0
617,A,Brighton,Leicester,1.0,2.0
618,D,Aston Villa,Wolves,0.0,0.0
619,A,Sheffield United,Southampton,0.0,2.0
620,D,Burnley,Arsenal,1.0,1.0
621,A,Liverpool,Chelsea,0.0,1.0
622,A,West Brom,Everton,0.0,1.0
623,A,Fulham,Tottenham,0.0,1.0
624,D,Crystal Palace,Man United,0.0,0.0
625,H,Sheffield United,Aston Villa,1.0,0.0
626,D,Burnley,Leicester,1.0,1.0
627,H,Man City,Wolves,4.0,1.0
628,H,Everton,Southampton,1.0,0.0
629,A,Sheffield United,Liverpool,0.0,2.0
630,D,Chelsea,Man United,0.0,0.0
631,H,Tottenham,Burnley,4.0,0.0
632,A,Leicester,Arsenal,1.0,3.0
633,D,Crystal Palace,Fulham,0.0,0.0
634,D,Newcastle,Wolves,1.0,1.0
635,A,Leeds,Aston Villa,0.0,1.0
636,H,West Brom,Brighton,1.0,0.0
637,H,Man City,West Ham,2.0,1.0
638,H,Leeds,Southampton,3.0,0.0
639,A,Brighton,Crystal Palace,1.0,2.0
640,H,Man United,Newcastle,3.0,1.0
641,A,Arsenal,Man City,0.0,1.0
642,A,Aston Villa,Leicester,1.0,2.0
643,H,West Ham,Tottenham,2.0,1.0
644,H,Fulham,Sheffield United,1.0,0.0
645,A,Liverpool,Everton,0.0,2.0
646,D,Burnley,West Brom,0.0,0.0
647,D,Southampton,Chelsea,1.0,1.0
648,H,Wolves,Leeds,1.0,0.0
649,A,Everton,Man City,1.0,3.0
650,D,Burnley,Fulham,1.0,1.0
651,H,Chelsea,Newcastle,2.0,0.0
652,H,West Ham,Sheffield United,3.0,0.0
653,A,Everton,Fulham,0.0,2.0
654,H,Arsenal,Leeds,4.0,2.0
655,D,West Brom,Man United,1.0,1.0
656,A,Southampton,Wolves,1.0,2.0
657,D,Brighton,Aston Villa,0.0,0.0
658,H,Man City,Tottenham,3.0,0.0
659,A,Crystal Palace,Burnley,0.0,3.0
660,H,Leicester,Liverpool,3.0,1.0
661,H,Leeds,Crystal Palace,2.0,0.0
662,A,Sheffield United,Chelsea,1.0,2.0
663,A,Liverpool,Man City,1.0,4.0
664,D,Wolves,Leicester,0.0,0.0
665,H,Tottenham,West Brom,2.0,0.0
666,D,Man United,Everton,3.0,3.0
667,D,Fulham,West Ham,0.0,0.0
668,H,Newcastle,Southampton,3.0,2.0
669,D,Burnley,Brighton,1.0,1.0
670,H,Aston Villa,Arsenal,1.0,0.0
671,A,Tottenham,Chelsea,0.0,1.0
672,A,Liverpool,Brighton,0.0,1.0
673,A,Aston Villa,West Ham,1.0,3.0
674,A,Leeds,Everton,1.0,2.0
675,A,Fulham,Leicester,0.0,2.0
676,A,Burnley,Man City,0.0,2.0
677,A,Newcastle,Crystal Palace,1.0,2.0
678,H,Man United,Southampton,9.0,0.0
679,H,Wolves,Arsenal,2.0,1.0
680,H,Sheffield United,West Brom,2.0,1.0
681,H,Brighton,Tottenham,1.0,0.0
682,A,West Ham,Liverpool,1.0,3.0
683,A,Leicester,Leeds,1.0,3.0
684,H,Chelsea,Burnley,2.0,0.0
685,A,Southampton,Aston Villa,0.0,1.0
686,D,Arsenal,Man United,0.0,0.0
687,D,West Brom,Fulham,2.0,2.0
688,H,Man City,Sheffield United,1.0,0.0
689,H,Crystal Palace,Wolves,1.0,0.0
690,A,Everton,Newcastle,0.0,2.0
691,A,Tottenham,Liverpool,1.0,3.0
692,A,Man United,Sheffield United,1.0,2.0
693,D,Everton,Leicester,1.0,1.0
694,D,Brighton,Fulham,0.0,0.0
695,D,Chelsea,Wolves,0.0,0.0
696,H,Burnley,Aston Villa,3.0,2.0
697,A,West Brom,Man City,0.0,5.0
698,A,Southampton,Arsenal,1.0,3.0
699,A,Newcastle,Leeds,1.0,2.0
700,A,Crystal Palace,West Ham,2.0,3.0
701,H,Aston Villa,Newcastle,2.0,0.0
702,A,Liverpool,Burnley,0.0,1.0
703,A,Fulham,Man United,1.0,2.0
704,H,Man City,Aston Villa,2.0,0.0
705,H,Leicester,Chelsea,2.0,0.0
706,H,West Ham,West Brom,2.0,1.0
707,H,Arsenal,Newcastle,3.0,0.0
708,H,Man City,Crystal Palace,4.0,0.0
709,D,Liverpool,Man United,0.0,0.0
710,A,Sheffield United,Tottenham,1.0,3.0
711,H,Leicester,Southampton,2.0,0.0
712,A,Fulham,Chelsea,0.0,1.0
713,H,West Ham,Burnley,1.0,0.0
714,A,Leeds,Brighton,0.0,1.0
715,A,Wolves,West Brom,2.0,3.0
716,D,Arsenal,Crystal Palace,0.0,0.0
717,D,Tottenham,Fulham,1.0,1.0
718,H,Man City,Brighton,1.0,0.0
719,A,Wolves,Everton,1.0,2.0
720,A,Burnley,Man United,0.0,1.0
721,H,Sheffield United,Newcastle,1.0,0.0
722,H,Southampton,Liverpool,1.0,0.0
723,A,Chelsea,Man City,1.0,3.0
724,A,Newcastle,Leicester,1.0,2.0
725,A,West Brom,Arsenal,0.0,4.0
726,D,Brighton,Wolves,3.0,3.0
727,H,Crystal Palace,Sheffield United,2.0,0.0
728,H,Tottenham,Leeds,3.0,0.0
729,H,Man United,Aston Villa,2.0,1.0
730,A,Everton,West Ham,0.0,1.0
731,D,Newcastle,Liverpool,0.0,0.0
732,H,Man United,Wolves,1.0,0.0
733,A,West Brom,Leeds,0.0,5.0
734,D,Southampton,West Ham,0.0,0.0
735,H,Burnley,Sheffield United,1.0,0.0
736,A,Brighton,Arsenal,0.0,1.0
737,D,Chelsea,Aston Villa,1.0,1.0
738,D,Crystal Palace,Leicester,1.0,1.0
739,D,Wolves,Tottenham,1.0,1.0
740,D,Liverpool,West Brom,1.0,1.0
741,D,West Ham,Brighton,2.0,2.0
742,H,Leeds,Burnley,1.0,0.0
743,A,Sheffield United,Everton,0.0,1.0
744,H,Man City,Newcastle,2.0,0.0
745,H,Arsenal,Chelsea,3.0,1.0
746,D,Fulham,Southampton,0.0,0.0
747,H,Aston Villa,Crystal Palace,3.0,0.0
748,D,Leicester,Man United,2.0,2.0
749,H,Chelsea,West Ham,3.0,0.0
750,H,Burnley,Wolves,2.0,1.0
751,A,West Brom,Aston Villa,0.0,3.0
752,H,Man United,Leeds,6.0,2.0
753,A,Tottenham,Leicester,0.0,2.0
754,D,Brighton,Sheffield United,1.0,1.0
755,D,Newcastle,Fulham,1.0,1.0
756,H,Everton,Arsenal,2.0,1.0
757,A,Southampton,Man City,0.0,1.0
758,A,Crystal Palace,Liverpool,0.0,7.0
759,A,Sheffield United,Man United,2.0,3.0
760,D,Aston Villa,Burnley,0.0,0.0
761,D,West Ham,Crystal Palace,1.0,1.0
762,H,Liverpool,Tottenham,2.0,1.0
763,D,Fulham,Brighton,0.0,0.0
764,A,Leicester,Everton,0.0,2.0
765,H,Leeds,Newcastle,5.0,2.0
766,D,Arsenal,Southampton,1.0,1.0
767,D,Man City,West Brom,1.0,1.0
768,H,Wolves,Chelsea,2.0,1.0
769,H,Leicester,Brighton,3.0,0.0
770,A,Arsenal,Burnley,0.0,1.0
771,D,Fulham,Liverpool,1.0,1.0
772,D,Crystal Palace,Tottenham,1.0,1.0
773,H,Southampton,Sheffield United,3.0,0.0
774,H,Everton,Chelsea,1.0,0.0
775,D,Man United,Man City,0.0,0.0
776,H,Newcastle,West Brom,2.0,1.0
777,A,Wolves,Aston Villa,0.0,1.0
778,A,Leeds,West Ham,1.0,2.0
779,A,Brighton,Southampton,1.0,2.0
780,H,Liverpool,Wolves,4.0,0.0
781,H,Tottenham,Arsenal,2.0,0.0
782,A,Sheffield United,Leicester,1.0,2.0
783,A,West Brom,Crystal Palace,1.0,5.0
784,H,Chelsea,Leeds,3.0,1.0
785,A,West Ham,Man United,1.0,3.0
786,H,Man City,Fulham,2.0,0.0
787,D,Burnley,Everton,1.0,1.0
788,H,West Ham,Aston Villa,2.0,1.0
789,A,Leicester,Fulham,1.0,2.0
790,A,Arsenal,Wolves,1.0,2.0
791,D,Chelsea,Tottenham,0.0,0.0
792,A,Southampton,Man United,2.0,3.0
793,H,West Brom,Sheffield United,1.0,0.0
794,A,Everton,Leeds,0.0,1.0
795,H,Man City,Burnley,5.0,0.0
796,D,Brighton,Liverpool,1.0,1.0
797,A,Crystal Palace,Newcastle,0.0,2.0
798,D,Wolves,Southampton,1.0,1.0
799,H,Burnley,Crystal Palace,1.0,0.0
800,H,Liverpool,Leicester,3.0,0.0
801,D,Leeds,Arsenal,0.0,0.0
802,A,Sheffield United,West Ham,0.0,1.0
803,A,Fulham,Everton,2.0,3.0
804,H,Man United,West Brom,1.0,0.0
805,H,Tottenham,Man City,2.0,0.0
806,A,Aston Villa,Brighton,1.0,2.0
807,A,Newcastle,Chelsea,0.0,2.0
808,A,Arsenal,Aston Villa,0.0,3.0
809,D,Man City,Liverpool,1.0,1.0
810,H,Leicester,Wolves,1.0,0.0
811,A,West Brom,Tottenham,0.0,1.0
812,H,West Ham,Fulham,1.0,0.0
813,H,Chelsea,Sheffield United,4.0,1.0
814,H,Crystal Palace,Leeds,4.0,1.0
815,A,Everton,Man United,1.0,3.0
816,H,Southampton,Newcastle,2.0,0.0
817,D,Brighton,Burnley,0.0,0.0
818,A,Leeds,Leicester,1.0,4.0
819,H,Fulham,West Brom,2.0,0.0
820,H,Tottenham,Brighton,2.0,1.0
821,A,Man United,Arsenal,0.0,1.0
822,H,Newcastle,Everton,2.0,1.0
823,A,Aston Villa,Southampton,3.0,4.0
824,H,Liverpool,West Ham,2.0,1.0
825,A,Burnley,Chelsea,0.0,3.0
826,A,Sheffield United,Man City,0.0,1.0
827,H,Wolves,Crystal Palace,2.0,0.0
828,A,Burnley,Tottenham,0.0,1.0
829,D,Brighton,West Brom,1.0,1.0
830,A,Arsenal,Leicester,0.0,1.0
831,D,Wolves,Newcastle,1.0,1.0
832,H,Southampton,Everton,2.0,0.0
833,H,Liverpool,Sheffield United,2.0,1.0
834,D,Man United,Chelsea,0.0,0.0
835,A,Fulham,Crystal Palace,1.0,2.0
836,D,West Ham,Man City,1.0,1.0
837,A,Aston Villa,Leeds,0.0,3.0
838,A,Leeds,Wolves,0.0,1.0
839,D,West Brom,Burnley,0.0,0.0
840,A,Leicester,Aston Villa,0.0,1.0
841,D,Tottenham,West Ham,3.0,3.0
842,D,Crystal Palace,Brighton,1.0,1.0
843,D,Sheffield United,Fulham,1.0,1.0
844,A,Newcastle,Man United,1.0,4.0
845,H,Man City,Arsenal,1.0,0.0
846,D,Chelsea,Southampton,3.0,3.0
847,D,Everton,Liverpool,2.0,2.0
848,H,Aston Villa,Liverpool,7.0,2.0
849,A,Man United,Tottenham,1.0,6.0
850,H,Wolves,Fulham,1.0,0.0
851,H,Arsenal,Sheffield United,2.0,1.0
852,H,Southampton,West Brom,2.0,0.0
853,A,Leicester,West Ham,0.0,3.0
854,H,Newcastle,Burnley,3.0,1.0
855,D,Leeds,Man City,1.0,1.0
856,H,Everton,Brighton,4.0,2.0
857,H,Chelsea,Crystal Palace,4.0,0.0
858,H,Liverpool,Arsenal,3.0,1.0
859,A,Fulham,Aston Villa,0.0,3.0
860,H,West Ham,Wolves,4.0,0.0
861,A,Man City,Leicester,2.0,5.0
862,D,Tottenham,Newcastle,1.0,1.0
863,A,Sheffield United,Leeds,0.0,1.0
864,A,Burnley,Southampton,0.0,1.0
865,D,West Brom,Chelsea,3.0,3.0
866,A,Crystal Palace,Everton,1.0,2.0
867,A,Brighton,Man United,2.0,3.0
868,A,Wolves,Man City,1.0,3.0
869,H,Aston Villa,Sheffield United,1.0,0.0
870,H,Leicester,Burnley,4.0,2.0
871,A,Chelsea,Liverpool,0.0,2.0
872,A,Newcastle,Brighton,0.0,3.0
873,A,Southampton,Tottenham,2.0,5.0
874,H,Arsenal,West Ham,2.0,1.0
875,A,Man United,Crystal Palace,1.0,3.0
876,H,Leeds,Fulham,4.0,3.0
877,H,Everton,West Brom,5.0,2.0
878,A,Sheffield United,Wolves,0.0,2.0
879,A,Brighton,Chelsea,1.0,3.0
880,A,Tottenham,Everton,0.0,1.0
881,A,West Brom,Leicester,0.0,3.0
882,A,West Ham,Newcastle,0.0,2.0
883,H,Liverpool,Leeds,4.0,3.0
884,H,Crystal Palace,Southampton,1.0,0.0
885,A,Fulham,Arsenal,0.0,3.0
886,D,West Ham,Aston Villa,1.0,1.0
887,H,Southampton,Sheffield United,3.0,1.0
888,A,Newcastle,Liverpool,1.0,3.0
889,H,Man City,Norwich,5.0,0.0
890,A,Leicester,Man United,0.0,2.0
891,A,Everton,Bournemouth,1.0,3.0
892,D,Crystal Palace,Tottenham,1.0,1.0
893,H,Chelsea,Wolves,2.0,0.0
894,A,Burnley,Brighton,1.0,2.0
895,H,Arsenal,Watford,3.0,2.0
896,H,Liverpool,Chelsea,5.0,3.0
897,D,Man United,West Ham,1.0,1.0
898,H,Aston Villa,Arsenal,1.0,0.0
899,A,Watford,Man City,0.0,4.0
900,H,Wolves,Crystal Palace,2.0,0.0
901,A,Sheffield United,Everton,0.0,1.0
902,D,Brighton,Newcastle,0.0,0.0
903,H,Tottenham,Leicester,3.0,0.0
904,A,Bournemouth,Southampton,0.0,2.0
905,A,Norwich,Burnley,0.0,2.0
906,H,West Ham,Watford,3.0,1.0
907,D,Southampton,Brighton,1.0,1.0
908,A,Crystal Palace,Man United,0.0,2.0
909,H,Leicester,Sheffield United,2.0,0.0
910,D,Everton,Aston Villa,1.0,1.0
911,H,Arsenal,Liverpool,2.0,1.0
912,A,Newcastle,Tottenham,1.0,3.0
913,H,Man City,Bournemouth,2.0,1.0
914,D,Burnley,Wolves,1.0,1.0
915,H,Chelsea,Norwich,1.0,0.0
916,D,Man United,Southampton,2.0,2.0
917,H,Bournemouth,Leicester,4.0,1.0
918,H,Tottenham,Arsenal,2.0,1.0
919,H,Aston Villa,Crystal Palace,2.0,0.0
920,H,Wolves,Everton,3.0,0.0
921,A,Brighton,Man City,0.0,5.0
922,H,Sheffield United,Chelsea,3.0,0.0
923,D,Liverpool,Burnley,1.0,1.0
924,H,Watford,Newcastle,2.0,1.0
925,A,Norwich,West Ham,0.0,4.0
926,A,Aston Villa,Man United,0.0,3.0
927,D,Everton,Southampton,1.0,1.0
928,D,Bournemouth,Tottenham,0.0,0.0
929,A,Brighton,Liverpool,1.0,3.0
930,A,West Ham,Burnley,0.0,1.0
931,H,Sheffield United,Wolves,1.0,0.0
932,H,Man City,Newcastle,5.0,0.0
933,D,Arsenal,Leicester,1.0,1.0
934,H,Watford,Norwich,2.0,1.0
935,A,Crystal Palace,Chelsea,2.0,3.0
936,H,Tottenham,Everton,1.0,0.0
937,H,Southampton,Man City,1.0,0.0
938,H,Liverpool,Aston Villa,2.0,0.0
939,D,Newcastle,West Ham,2.0,2.0
940,D,Burnley,Sheffield United,1.0,1.0
941,H,Chelsea,Watford,3.0,0.0
942,A,Wolves,Arsenal,0.0,2.0
943,H,Man United,Bournemouth,5.0,2.0
944,H,Leicester,Crystal Palace,3.0,0.0
945,A,Norwich,Brighton,0.0,1.0
946,H,Man City,Liverpool,4.0,0.0
947,H,Sheffield United,Tottenham,3.0,1.0
948,H,West Ham,Chelsea,3.0,2.0
949,H,Everton,Leicester,2.0,1.0
950,A,Bournemouth,Newcastle,1.0,4.0
951,H,Arsenal,Norwich,4.0,0.0
952,A,Brighton,Man United,0.0,3.0
953,A,Crystal Palace,Burnley,0.0,1.0
954,A,Watford,Southampton,1.0,3.0
955,A,Aston Villa,Wolves,0.0,1.0
956,H,Chelsea,Man City,2.0,1.0
957,A,Southampton,Arsenal,0.0,2.0
958,H,Burnley,Watford,1.0,0.0
959,H,Liverpool,Crystal Palace,4.0,0.0
960,H,Wolves,Bournemouth,1.0,0.0
961,A,Norwich,Everton,0.0,1.0
962,D,Newcastle,Aston Villa,1.0,1.0
963,H,Man United,Sheffield United,3.0,0.0
964,H,Tottenham,West Ham,2.0,0.0
965,D,Leicester,Brighton,0.0,0.0
966,H,Man City,Burnley,5.0,0.0
967,D,Everton,Liverpool,0.0,0.0
968,A,Aston Villa,Chelsea,1.0,2.0
969,H,Newcastle,Sheffield United,3.0,0.0
970,A,Bournemouth,Crystal Palace,0.0,2.0
971,A,West Ham,Wolves,0.0,2.0
972,H,Brighton,Arsenal,2.0,1.0
973,D,Watford,Leicester,1.0,1.0
974,D,Tottenham,Man United,1.0,1.0
975,A,Norwich,Southampton,0.0,3.0
976,H,Man City,Arsenal,3.0,0.0
977,D,Aston Villa,Sheffield United,0.0,0.0
978,H,Leicester,Aston Villa,4.0,0.0
979,H,Man United,Man City,2.0,0.0
980,H,Chelsea,Everton,4.0,0.0
981,D,Burnley,Tottenham,1.0,1.0
982,D,Wolves,Brighton,0.0,0.0
983,A,Southampton,Newcastle,0.0,1.0
984,H,Sheffield United,Norwich,1.0,0.0
985,H,Crystal Palace,Watford,1.0,0.0
986,H,Arsenal,West Ham,1.0,0.0
987,H,Liverpool,Bournemouth,2.0,1.0
988,A,Tottenham,Wolves,2.0,3.0
989,D,Everton,Man United,1.0,1.0
990,H,Watford,Liverpool,3.0,0.0
991,H,West Ham,Southampton,3.0,1.0
992,D,Newcastle,Burnley,0.0,0.0
993,D,Bournemouth,Chelsea,2.0,2.0
994,A,Brighton,Crystal Palace,0.0,1.0
995,H,Norwich,Leicester,1.0,0.0
996,H,Liverpool,West Ham,3.0,2.0
997,H,Arsenal,Everton,3.0,2.0
998,H,Wolves,Norwich,3.0,0.0
999,H,Man United,Watford,3.0,0.0
1000,A,Leicester,Man City,0.0,1.0
1001,H,Southampton,Aston Villa,2.0,0.0
1002,D,Sheffield United,Brighton,1.0,1.0
1003,H,Crystal Palace,Newcastle,1.0,0.0
1004,H,Burnley,Bournemouth,3.0,0.0
1005,H,Chelsea,Tottenham,2.0,1.0
1006,H,Man City,West Ham,2.0,0.0
1007,A,Chelsea,Man United,0.0,2.0
1008,H,Arsenal,Newcastle,4.0,0.0
1009,A,Aston Villa,Tottenham,2.0,3.0
1010,A,Norwich,Liverpool,0.0,1.0
1011,A,Southampton,Burnley,1.0,2.0
1012,D,Wolves,Leicester,0.0,0.0
1013,H,Sheffield United,Bournemouth,2.0,1.0
1014,D,Brighton,Watford,1.0,1.0
1015,H,Everton,Crystal Palace,3.0,1.0
1016,H,Tottenham,Man City,2.0,0.0
1017,D,Burnley,Arsenal,0.0,0.0
1018,D,Man United,Wolves,0.0,0.0
1019,D,West Ham,Brighton,3.0,3.0
1020,A,Watford,Everton,2.0,3.0
1021,D,Newcastle,Norwich,0.0,0.0
1022,H,Liverpool,Southampton,4.0,0.0
1023,A,Crystal Palace,Sheffield United,0.0,1.0
1024,H,Bournemouth,Aston Villa,2.0,1.0
1025,D,Leicester,Chelsea,2.0,2.0
1026,A,West Ham,Liverpool,0.0,2.0
1027,A,Wolves,Liverpool,1.0,2.0
1028,A,Man United,Burnley,0.0,2.0
1029,H,Tottenham,Norwich,2.0,1.0
1030,H,Leicester,West Ham,4.0,1.0
1031,D,Chelsea,Arsenal,2.0,2.0
1032,A,Sheffield United,Man City,0.0,1.0
1033,D,Everton,Newcastle,2.0,2.0
1034,A,Crystal Palace,Southampton,0.0,2.0
1035,H,Bournemouth,Brighton,3.0,1.0
1036,H,Aston Villa,Watford,2.0,1.0
1037,H,Liverpool,Man United,2.0,0.0
1038,H,Burnley,Leicester,2.0,1.0
1039,H,Newcastle,Chelsea,1.0,0.0
1040,D,West Ham,Everton,1.0,1.0
1041,A,Southampton,Wolves,2.0,3.0
1042,H,Norwich,Bournemouth,1.0,0.0
1043,D,Man City,Crystal Palace,2.0,2.0
1044,D,Brighton,Aston Villa,1.0,1.0
1045,D,Arsenal,Sheffield United,1.0,1.0
1046,D,Watford,Tottenham,0.0,0.0
1047,A,Aston Villa,Man City,1.0,6.0
1048,A,Bournemouth,Watford,0.0,3.0
1049,A,Tottenham,Liverpool,0.0,1.0
1050,D,Wolves,Newcastle,1.0,1.0
1051,H,Man United,Norwich,4.0,0.0
1052,A,Leicester,Southampton,1.0,2.0
1053,H,Everton,Brighton,1.0,0.0
1054,H,Chelsea,Burnley,3.0,0.0
1055,D,Crystal Palace,Arsenal,1.0,1.0
1056,H,Sheffield United,West Ham,1.0,0.0
1057,H,Liverpool,Sheffield United,2.0,0.0
1058,H,Arsenal,Man United,2.0,0.0
1059,H,West Ham,Bournemouth,4.0,0.0
1060,D,Norwich,Crystal Palace,1.0,1.0
1061,H,Man City,Everton,2.0,1.0
1062,H,Watford,Wolves,2.0,1.0
1063,H,Southampton,Tottenham,1.0,0.0
1064,A,Newcastle,Leicester,0.0,3.0
1065,A,Burnley,Aston Villa,1.0,2.0
1066,D,Brighton,Chelsea,1.0,1.0
1067,H,Man City,Sheffield United,2.0,0.0
1068,H,Liverpool,Wolves,1.0,0.0
1069,A,Arsenal,Chelsea,1.0,2.0
1070,A,Burnley,Man United,0.0,2.0
1071,A,West Ham,Leicester,1.0,2.0
1072,D,Norwich,Tottenham,2.0,2.0
1073,H,Watford,Aston Villa,3.0,0.0
1074,D,Southampton,Crystal Palace,1.0,1.0
1075,A,Newcastle,Everton,1.0,2.0
1076,H,Brighton,Bournemouth,2.0,0.0
1077,H,Wolves,Man City,3.0,2.0
1078,A,Leicester,Liverpool,0.0,4.0
1079,H,Man United,Newcastle,4.0,1.0
1080,D,Sheffield United,Watford,1.0,1.0
1081,H,Everton,Burnley,1.0,0.0
1082,H,Crystal Palace,West Ham,2.0,1.0
1083,A,Chelsea,Southampton,0.0,2.0
1084,D,Bournemouth,Arsenal,1.0,1.0
1085,H,Aston Villa,Norwich,1.0,0.0
1086,H,Tottenham,Brighton,2.0,1.0
1087,A,Tottenham,Chelsea,0.0,2.0
1088,H,Watford,Man United,2.0,0.0
1089,H,Man City,Leicester,3.0,1.0
1090,A,Norwich,Wolves,1.0,2.0
1091,H,Newcastle,Crystal Palace,1.0,0.0
1092,A,Brighton,Sheffield United,0.0,1.0
1093,A,Bournemouth,Burnley,0.0,1.0
1094,A,Aston Villa,Southampton,1.0,3.0
1095,D,Everton,Arsenal,0.0,0.0
1096,D,Crystal Palace,Brighton,1.0,1.0
1097,A,Arsenal,Man City,0.0,3.0
1098,A,Wolves,Tottenham,1.0,2.0
1099,D,Man United,Everton,1.0,1.0
1100,A,Southampton,West Ham,0.0,1.0
1101,H,Sheffield United,Aston Villa,2.0,0.0
1102,D,Leicester,Norwich,1.0,1.0
1103,A,Chelsea,Bournemouth,0.0,1.0
1104,H,Burnley,Newcastle,1.0,0.0
1105,H,Liverpool,Watford,2.0,0.0
1106,A,West Ham,Arsenal,1.0,3.0
1107,D,Brighton,Wolves,2.0,2.0
1108,A,Norwich,Sheffield United,1.0,2.0
1109,H,Newcastle,Southampton,2.0,1.0
1110,A,Aston Villa,Leicester,1.0,4.0
1111,A,Man City,Man United,1.0,2.0
1112,D,Watford,Crystal Palace,0.0,0.0
1113,H,Tottenham,Burnley,5.0,0.0
1114,A,Bournemouth,Liverpool,0.0,3.0
1115,H,Everton,Chelsea,3.0,1.0
1116,A,Arsenal,Brighton,1.0,2.0
1117,A,Sheffield United,Newcastle,0.0,2.0
1118,H,Liverpool,Everton,5.0,2.0
1119,H,Wolves,West Ham,2.0,0.0
1120,H,Southampton,Norwich,2.0,1.0
1121,H,Man United,Tottenham,2.0,1.0
1122,H,Leicester,Watford,2.0,0.0
1123,H,Chelsea,Aston Villa,2.0,1.0
1124,A,Burnley,Man City,1.0,4.0
1125,H,Crystal Palace,Bournemouth,1.0,0.0
1126,D,Man United,Aston Villa,2.0,2.0
1127,H,Leicester,Everton,2.0,1.0
1128,D,Wolves,Sheffield United,1.0,1.0
1129,D,Norwich,Arsenal,2.0,2.0
1130,H,Southampton,Watford,2.0,1.0
1131,H,Tottenham,Bournemouth,3.0,2.0
1132,H,Liverpool,Brighton,2.0,1.0
1133,A,Chelsea,West Ham,0.0,1.0
1134,A,Burnley,Crystal Palace,0.0,2.0
1135,D,Newcastle,Man City,2.0,2.0
1136,H,Aston Villa,Newcastle,2.0,0.0
1137,D,Sheffield United,Man United,3.0,3.0
1138,H,Man City,Chelsea,2.0,1.0
1139,A,Watford,Burnley,0.0,3.0
1140,A,Everton,Norwich,0.0,2.0
1141,A,Crystal Palace,Liverpool,1.0,2.0
1142,A,Brighton,Leicester,0.0,2.0
1143,A,Bournemouth,Wolves,1.0,2.0
1144,D,Arsenal,Southampton,2.0,2.0
1145,A,West Ham,Tottenham,2.0,3.0
1146,H,Liverpool,Man City,3.0,1.0
1147,H,Wolves,Aston Villa,2.0,1.0
1148,H,Man United,Brighton,3.0,1.0
1149,H,Leicester,Arsenal,2.0,0.0
1150,D,Tottenham,Sheffield United,1.0,1.0
1151,A,Southampton,Everton,1.0,2.0
1152,H,Newcastle,Bournemouth,2.0,1.0
1153,H,Burnley,West Ham,3.0,0.0
1154,H,Chelsea,Crystal Palace,2.0,0.0
1155,A,Norwich,Watford,0.0,2.0
1156,D,Everton,Tottenham,1.0,1.0
1157,A,Crystal Palace,Leicester,0.0,2.0
1158,A,Watford,Chelsea,1.0,2.0
1159,A,West Ham,Newcastle,2.0,3.0
1160,H,Sheffield United,Burnley,3.0,0.0
1161,H,Man City,Southampton,2.0,1.0
1162,H,Brighton,Norwich,2.0,0.0
1163,A,Aston Villa,Liverpool,1.0,2.0
1164,D,Arsenal,Wolves,1.0,1.0
1165,H,Bournemouth,Man United,1.0,0.0
1166,A,Norwich,Man United,1.0,3.0
1167,H,Liverpool,Tottenham,2.0,1.0
1168,D,Arsenal,Crystal Palace,2.0,2.0
1169,D,Newcastle,Wolves,1.0,1.0
1170,A,Burnley,Chelsea,2.0,4.0
1171,D,West Ham,Sheffield United,1.0,1.0
1172,D,Watford,Bournemouth,0.0,0.0
1173,H,Brighton,Everton,3.0,2.0
1174,H,Man City,Aston Villa,3.0,0.0
1175,A,Southampton,Leicester,0.0,9.0
1176,H,Sheffield United,Arsenal,1.0,0.0
1177,D,Man United,Liverpool,1.0,1.0
1178,A,Crystal Palace,Man City,0.0,2.0
1179,D,Wolves,Southampton,1.0,1.0
1180,D,Tottenham,Watford,1.0,1.0
1181,H,Leicester,Burnley,2.0,1.0
1182,H,Chelsea,Newcastle,1.0,0.0
1183,D,Bournemouth,Norwich,0.0,0.0
1184,H,Aston Villa,Brighton,2.0,1.0
1185,H,Everton,West Ham,2.0,0.0
1186,H,Newcastle,Man United,1.0,0.0
1187,A,Southampton,Chelsea,1.0,4.0
1188,A,Man City,Wolves,0.0,2.0
1189,H,Arsenal,Bournemouth,1.0,0.0
1190,A,West Ham,Crystal Palace,1.0,2.0
1191,D,Watford,Sheffield United,0.0,0.0
1192,A,Norwich,Aston Villa,1.0,5.0
1193,H,Liverpool,Leicester,2.0,1.0
1194,H,Burnley,Everton,1.0,0.0
1195,H,Brighton,Tottenham,3.0,0.0
1196,D,Man United,Arsenal,1.0,1.0
1197,H,Leicester,Newcastle,5.0,0.0
1198,A,Everton,Man City,1.0,3.0
1199,H,Wolves,Watford,2.0,0.0
1200,H,Tottenham,Southampton,2.0,1.0
1201,H,Crystal Palace,Norwich,2.0,0.0
1202,H,Chelsea,Brighton,2.0,0.0
1203,D,Bournemouth,West Ham,2.0,2.0
1204,D,Aston Villa,Burnley,2.0,2.0
