,HW,D,AW,Over,Under,HomeTeam,AwayTeam,BO2.5,BU2.5,BHD,BAD,THG,TAG,HPr5MW,HPr5MD,HPr5ML,aPr5MW,aPr5MD,aPr5ML,HWH2H,DH2H,AWH2H
1535,1,0,0,1,0,Valencia,Vallecano,1.72,2.12,3.125,0.6,5,6,2,2,1,0,2,3,2,3,0
1536,0,1,0,1,0,Huesca,Levante,2.01,1.8,1.511111111111111,1.0461538461538462,5,8,0,2,3,2,2,1,0,1,0
1537,1,0,0,1,0,Eibar,Real Madrid,1.45,1.69,0.7216666666666667,2.8300653594771243,6,8,2,2,1,2,0,3,1,1,3
1538,0,1,0,0,1,Ath Madrid,Barcelona,1.92,1.88,1.0999999999999999,1.3924050632911391,8,16,2,3,0,3,1,1,0,3,2
1539,1,0,0,0,1,Leganes,Alaves,2.56,1.5,1.409090909090909,0.8611111111111112,3,6,1,3,1,3,0,2,2,3,0
1540,0,1,0,1,0,Vallecano,Villarreal,1.88,1.92,1.096774193548387,1.511111111111111,7,6,0,2,3,0,3,2,2,1,2
1541,1,0,0,1,0,Sevilla,Espanol,1.77,2.04,2.0571428571428574,0.8,8,8,3,1,1,3,1,1,3,1,1
1542,0,0,1,1,0,Celta,Real Madrid,1.38,2.98,0.9,2.903225806451613,10,8,1,1,3,2,0,3,0,1,4
1543,0,0,1,1,0,Barcelona,Betis,1.3,3.4,5.932203389830509,0.5384615384615384,16,7,3,1,1,1,1,3,3,1,1
1544,1,0,0,1,0,Alaves,Huesca,2.17,1.69,2.0,0.8314087759815243,7,3,4,0,1,0,1,4,1,0,0
1545,0,1,0,0,1,Valladolid,Eibar,2.29,1.62,1.434782608695652,1.0153846153846153,3,6,2,2,1,2,2,1,0,1,0
1546,0,1,0,0,1,Girona,Leganes,2.39,1.57,1.5686274509803921,0.8533333333333334,5,3,2,2,1,1,3,1,1,2,0
1547,0,0,1,0,1,Getafe,Valencia,2.58,1.49,1.1272727272727272,1.1272727272727272,5,3,2,1,2,1,3,1,2,2,1
1548,1,0,0,1,0,Ath Madrid,Ath Bilbao,2.39,1.57,2.7777777777777777,0.4444444444444444,8,4,3,2,0,0,3,2,4,1,0
1549,0,0,1,1,0,Levante,Sociedad,1.96,1.85,1.297709923664122,1.297709923664122,7,6,3,1,1,2,2,1,1,1,3
1550,1,0,0,0,1,Espanol,Ath Bilbao,2.22,1.65,1.65,0.825,9,3,3,2,0,0,3,2,2,2,1
1551,0,1,0,0,1,Villarreal,Levante,1.61,2.29,2.5806451612903225,0.6666666666666666,4,8,0,2,3,4,1,0,2,1,2
1552,0,1,0,0,1,Sociedad,Sevilla,1.72,2.11,1.2727272727272727,1.4285714285714284,3,9,1,2,2,3,1,1,1,2,2
1553,0,1,0,0,1,Huesca,Getafe,2.43,1.55,0.9166666666666666,1.5714285714285712,3,6,0,2,3,2,2,1,0,1,0
